Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
NoControl,MPC,RVO,0,10,10,20,20,0,39.400000000000006,1212,6,18.21666666666667,1,0,0,0,0
NoControl,MPC,RVO,1,10,10,20,20,0,29.9,1045,5,11.56,1,0,0,0,0
NoControl,MPC,RVO,2,10,10,20,20,0,30.700000000000003,1057,4,7.425000000000001,1,0,0,0,0
NoControl,MPC,RVO,3,10,10,20,20,0,30.3,1059,4,12.35,1,0,0,0,0
NoControl,MPC,RVO,4,10,10,20,20,0,29.5,999,5,9.04,1,0,0,0,0
NoControl,MPC,RVO,5,10,10,20,20,0,37.5,1052,7,14.742857142857144,1,0,0,0,0
NoControl,MPC,RVO,6,10,10,20,20,0,30.3,1027,5,10.640000000000002,1,0,0,0,0
NoControl,MPC,RVO,7,10,10,20,20,0,31.0,1045,5,11.3,1,0,0,0,0
NoControl,MPC,RVO,8,10,10,20,20,0,31.3,1025,3,17.46666666666667,1,0,0,0,0
NoControl,MPC,RVO,9,10,10,20,20,0,31.200000000000003,1084,5,15.38,1,0,0,0,0
NoControl,MPC,RVO,10,10,10,20,20,0,16.2,568,3,6.366666666666667,0,1,0,0,0
NoControl,MPC,RVO,11,10,10,20,20,0,80.0,844,15,16.686666666666667,0,0,0,1,0
NoControl,MPC,RVO,12,10,10,20,20,0,31.6,1052,5,16.1,1,0,0,0,0
NoControl,MPC,RVO,13,10,10,20,20,0,29.6,994,4,14.575000000000005,1,0,0,0,0
NoControl,MPC,RVO,14,10,10,20,20,0,50.2,1331,9,16.58888888888889,1,0,0,0,0
NoControl,MPC,RVO,15,10,10,20,20,0,33.9,1087,3,16.433333333333334,1,0,0,0,0
NoControl,MPC,RVO,16,10,10,20,20,0,21.6,692,4,12.75,0,1,0,0,0
NoControl,MPC,RVO,17,10,10,20,20,0,22.6,815,3,5.166666666666667,0,1,0,0,0
NoControl,MPC,RVO,18,10,10,20,20,0,31.1,1041,8,14.975,1,0,0,0,0
NoControl,MPC,RVO,19,10,10,20,20,0,32.300000000000004,994,4,12.700000000000005,1,0,0,0,0
NoControl,MPC,RVO,20,10,10,20,20,0,21.8,492,2,11.8,0,1,0,0,0
NoControl,MPC,RVO,21,10,10,20,20,0,35.6,1125,4,17.475,1,0,0,0,0
NoControl,MPC,RVO,22,10,10,20,20,0,35.800000000000004,1036,5,11.04,1,0,0,0,0
NoControl,MPC,RVO,23,10,10,20,20,0,31.1,1038,6,12.216666666666669,1,0,0,0,0
NoControl,MPC,RVO,24,10,10,20,20,0,29.5,1028,4,5.65,1,0,0,0,0
NoControl,MPC,RVO,25,10,10,20,20,0,31.4,1011,6,17.133333333333336,1,0,0,0,0
NoControl,MPC,RVO,26,10,10,20,20,0,42.400000000000006,1145,7,15.242857142857146,1,0,0,0,0
NoControl,MPC,RVO,27,10,10,20,20,0,39.400000000000006,1150,8,15.4375,1,0,0,0,0
NoControl,MPC,RVO,28,10,10,20,20,0,46.2,1269,9,15.666666666666666,1,0,0,0,0
NoControl,MPC,RVO,29,10,10,20,20,0,29.5,1028,2,8.15,1,0,0,0,0
NoControl,MPC,RVO,30,10,10,20,20,0,36.2,1012,6,13.933333333333335,1,0,0,0,0
NoControl,MPC,RVO,31,10,10,20,20,0,31.6,1072,7,13.828571428571427,1,0,0,0,0
NoControl,MPC,RVO,32,10,10,20,20,0,29.700000000000003,972,6,13.0,1,0,0,0,0
NoControl,MPC,RVO,33,10,10,20,20,0,29.700000000000003,993,4,11.775,1,0,0,0,0
NoControl,MPC,RVO,34,10,10,20,20,0,30.6,1049,5,12.28,1,0,0,0,0
NoControl,MPC,RVO,35,10,10,20,20,0,33.2,1011,6,9.633333333333333,1,0,0,0,0
NoControl,MPC,RVO,36,10,10,20,20,0,27.200000000000003,830,3,10.766666666666667,0,1,0,0,0
NoControl,MPC,RVO,37,10,10,20,20,0,30.200000000000003,987,5,20.1,1,0,0,0,0
NoControl,MPC,RVO,38,10,10,20,20,0,0.6000000000000001,99,2,0.55,0,1,0,0,0
NoControl,MPC,RVO,39,10,10,20,20,0,31.9,1042,6,12.233333333333334,1,0,0,0,0
