Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
Owl,MPC,RVO,0,10,10,20,20,0,39.6,1020,5,20.840000000000003,1,0,0,0,0
Owl,MPC,RVO,1,10,10,20,20,0,29.9,848,4,11.075,1,0,0,0,0
Owl,MPC,RVO,2,10,10,20,20,0,30.700000000000003,901,3,8.966666666666667,1,0,0,0,0
Owl,MPC,RVO,3,10,10,20,20,0,30.700000000000003,957,4,12.35,1,0,0,0,0
Owl,MPC,RVO,4,10,10,20,20,0,30.0,910,4,8.95,1,0,0,0,0
Owl,MPC,RVO,5,10,10,20,20,0,37.5,978,5,12.8,1,0,0,0,0
Owl,MPC,RVO,6,10,10,20,20,0,30.6,878,3,5.366666666666667,1,0,0,0,0
Owl,MPC,RVO,7,10,10,20,20,0,1.7000000000000002,116,1,1.7000000000000002,0,0,1,0,0
Owl,MPC,RVO,8,10,10,20,20,0,15.7,495,3,5.000000000000001,0,0,1,0,0
Owl,MPC,RVO,9,10,10,20,20,0,30.5,892,5,9.04,1,0,0,0,0
Owl,MPC,RVO,10,10,10,20,20,0,35.800000000000004,815,5,15.720000000000004,1,0,0,0,0
Owl,MPC,RVO,11,10,10,20,20,0,80.0,791,8,17.35,0,0,0,1,0
Owl,MPC,RVO,12,10,10,20,20,0,32.800000000000004,919,4,16.175,1,0,0,0,0
Owl,MPC,RVO,13,10,10,20,20,0,30.3,837,3,7.566666666666667,1,0,0,0,0
Owl,MPC,RVO,14,10,10,20,20,0,21.6,572,2,19.700000000000003,0,0,1,0,0
Owl,MPC,RVO,15,10,10,20,20,0,31.200000000000003,838,3,11.966666666666669,1,0,0,0,0
Owl,MPC,RVO,16,10,10,20,20,0,32.300000000000004,844,6,9.183333333333334,0,0,1,0,0
Owl,MPC,RVO,17,10,10,20,20,0,32.800000000000004,942,1,11.6,1,0,0,0,0
Owl,MPC,RVO,18,10,10,20,20,0,32.2,893,7,14.500000000000002,1,0,0,0,0
Owl,MPC,RVO,19,10,10,20,20,0,33.5,903,5,13.52,1,0,0,0,0
Owl,MPC,RVO,20,10,10,20,20,0,29.700000000000003,802,3,5.566666666666666,1,0,0,0,0
Owl,MPC,RVO,21,10,10,20,20,0,34.6,907,2,19.1,1,0,0,0,0
Owl,MPC,RVO,22,10,10,20,20,0,35.7,929,4,11.5,1,0,0,0,0
Owl,MPC,RVO,23,10,10,20,20,0,31.9,879,5,11.28,1,0,0,0,0
Owl,MPC,RVO,24,10,10,20,20,0,29.5,822,3,7.2,1,0,0,0,0
Owl,MPC,RVO,25,10,10,20,20,0,33.300000000000004,910,7,14.157142857142858,1,0,0,0,0
Owl,MPC,RVO,26,10,10,20,20,0,32.6,816,3,15.6,1,0,0,0,0
Owl,MPC,RVO,27,10,10,20,20,0,29.5,793,6,7.266666666666668,0,0,1,0,0
Owl,MPC,RVO,28,10,10,20,20,0,46.3,1102,8,16.4125,1,0,0,0,0
Owl,MPC,RVO,29,10,10,20,20,0,29.5,958,2,8.15,1,0,0,0,0
Owl,MPC,RVO,0,10,10,20,40,0,15.9,745,1,1.9,0,1,0,0,0
Owl,MPC,RVO,1,10,10,20,40,0,20.4,875,5,10.88,1,0,0,0,0
Owl,MPC,RVO,2,10,10,20,40,0,18.8,853,1,14.3,1,0,0,0,0
Owl,MPC,RVO,3,10,10,20,40,0,17.7,814,4,7.85,1,0,0,0,0
Owl,MPC,RVO,4,10,10,20,40,0,20.4,807,4,9.75,1,0,0,0,0
Owl,MPC,RVO,5,10,10,20,40,0,15.7,805,4,7.15,1,0,0,0,0
Owl,MPC,RVO,6,10,10,20,40,0,15.9,719,2,5.450000000000001,1,0,0,0,0
Owl,MPC,RVO,7,10,10,20,40,0,15.7,714,5,5.9,1,0,0,0,0
Owl,MPC,RVO,8,10,10,20,40,0,16.0,820,1,10.5,1,0,0,0,0
Owl,MPC,RVO,9,10,10,20,40,0,15.9,768,1,3.9,1,0,0,0,0
Owl,MPC,RVO,10,10,10,20,40,0,16.0,718,2,11.5,1,0,0,0,0
Owl,MPC,RVO,11,10,10,20,40,0,17.900000000000002,744,5,11.98,0,0,0,0,1
Owl,MPC,RVO,12,10,10,20,40,0,19.4,761,6,10.533333333333337,1,0,0,0,0
Owl,MPC,RVO,13,10,10,20,40,0,19.200000000000003,758,4,11.35,1,0,0,0,0
Owl,MPC,RVO,14,10,10,20,40,0,17.0,853,3,9.766666666666667,1,0,0,0,0
Owl,MPC,RVO,15,10,10,20,40,0,7.300000000000001,355,1,5.4,0,1,0,0,0
Owl,MPC,RVO,16,10,10,20,40,0,26.1,931,6,13.583333333333334,1,0,0,0,0
Owl,MPC,RVO,17,10,10,20,40,0,16.3,811,2,3.55,1,0,0,0,0
Owl,MPC,RVO,18,10,10,20,40,0,17.400000000000002,771,8,8.6625,1,0,0,0,0
Owl,MPC,RVO,19,10,10,20,40,0,15.9,741,3,9.233333333333334,1,0,0,0,0
Owl,MPC,RVO,20,10,10,20,40,0,16.8,821,4,8.875,1,0,0,0,0
Owl,MPC,RVO,21,10,10,20,40,0,16.0,794,1,5.300000000000001,1,0,0,0,0
Owl,MPC,RVO,22,10,10,20,40,0,15.8,739,5,9.2,1,0,0,0,0
Owl,MPC,RVO,23,10,10,20,40,0,10.2,556,2,1.8000000000000005,0,1,0,0,0
Owl,MPC,RVO,24,10,10,20,40,0,18.2,677,3,15.266666666666666,1,0,0,0,0
Owl,MPC,RVO,25,10,10,20,40,0,16.0,798,3,9.233333333333334,1,0,0,0,0
Owl,MPC,RVO,26,10,10,20,40,0,19.0,805,4,10.725,1,0,0,0,0
Owl,MPC,RVO,27,10,10,20,40,0,17.2,845,6,7.25,1,0,0,0,0
Owl,MPC,RVO,28,10,10,20,40,0,16.6,801,2,8.65,1,0,0,0,0
Owl,MPC,RVO,29,10,10,20,40,0,15.7,824,2,5.6,1,0,0,0,0
Owl,MPC,RVO,0,10,10,20,60,0,11.7,659,0,,1,0,0,0,0
Owl,MPC,RVO,1,10,10,20,60,0,12.3,776,5,5.44,0,0,1,0,0
Owl,MPC,RVO,2,10,10,20,60,0,12.1,671,2,6.05,1,0,0,0,0
Owl,MPC,RVO,3,10,10,20,60,0,6.5,439,1,1.2000000000000002,0,0,1,0,0
Owl,MPC,RVO,4,10,10,20,60,0,13.0,721,5,5.780000000000001,1,0,0,0,0
Owl,MPC,RVO,5,10,10,20,60,0,12.0,666,2,6.300000000000001,1,0,0,0,0
Owl,MPC,RVO,6,10,10,20,60,0,11.6,642,1,4.3,1,0,0,0,0
Owl,MPC,RVO,7,10,10,20,60,0,11.5,650,3,3.766666666666667,1,0,0,0,0
Owl,MPC,RVO,8,10,10,20,60,0,11.6,676,2,4.95,1,0,0,0,0
Owl,MPC,RVO,9,10,10,20,60,0,11.8,646,3,6.133333333333334,1,0,0,0,0
Owl,MPC,RVO,10,10,10,20,60,0,7.7,468,3,3.4333333333333336,0,0,1,0,0
Owl,MPC,RVO,11,10,10,20,60,0,10.8,574,4,8.700000000000001,0,0,0,0,1
Owl,MPC,RVO,12,10,10,20,60,0,9.0,565,2,3.85,0,0,1,0,0
Owl,MPC,RVO,13,10,10,20,60,0,3.6,233,2,2.5,0,0,1,0,0
Owl,MPC,RVO,14,10,10,20,60,0,12.4,721,4,6.0,1,0,0,0,0
Owl,MPC,RVO,15,10,10,20,60,0,11.7,621,1,10.0,1,0,0,0,0
Owl,MPC,RVO,16,10,10,20,60,0,11.6,622,5,6.04,1,0,0,0,0
Owl,MPC,RVO,17,10,10,20,60,0,16.900000000000002,721,4,9.1,1,0,0,0,0
Owl,MPC,RVO,18,10,10,20,60,0,12.8,720,5,7.0200000000000005,1,0,0,0,0
Owl,MPC,RVO,19,10,10,20,60,0,6.9,425,2,4.45,0,1,0,0,0
Owl,MPC,RVO,20,10,10,20,60,0,13.6,716,3,6.3,0,1,0,0,0
Owl,MPC,RVO,21,10,10,20,60,0,13.6,769,3,4.733333333333334,1,0,0,0,0
Owl,MPC,RVO,22,10,10,20,60,0,11.8,638,4,7.425000000000001,1,0,0,0,0
Owl,MPC,RVO,23,10,10,20,60,0,7.6,486,2,1.15,0,0,1,0,0
Owl,MPC,RVO,24,10,10,20,60,0,3.4000000000000004,223,2,1.25,0,0,1,0,0
Owl,MPC,RVO,25,10,10,20,60,0,11.6,663,3,6.2,1,0,0,0,0
