Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
LookAhead,Jerk_Primitive,RVO,0,10,10,20,20,0,29.700000000000003,733,1,4.3,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,1,10,10,20,20,0,29.700000000000003,704,5,11.260000000000002,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,2,10,10,20,20,0,29.6,683,1,12.3,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,3,10,10,20,20,0,29.3,704,3,13.333333333333334,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,4,10,10,20,20,0,29.3,710,3,11.466666666666669,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,5,10,10,20,20,0,29.200000000000003,713,2,11.9,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,6,10,10,20,20,0,18.7,457,2,4.300000000000001,0,0,0,0,1
LookAhead,Jerk_Primitive,RVO,7,10,10,20,20,0,29.9,732,5,14.16,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,8,10,10,20,20,0,29.6,732,2,15.45,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,9,10,10,20,20,0,29.700000000000003,705,5,10.06,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,10,10,10,20,20,0,30.0,714,4,10.175,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,11,10,10,20,20,0,30.0,702,3,23.86666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,12,10,10,20,20,0,29.700000000000003,709,4,15.95,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,13,10,10,20,20,0,29.200000000000003,700,1,7.7,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,14,10,10,20,20,0,29.3,687,5,14.02,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,15,10,10,20,20,0,29.8,707,0,,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,16,10,10,20,20,0,29.9,723,5,6.460000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,17,10,10,20,20,0,27.9,716,0,,0,0,1,0,0
LookAhead,Jerk_Primitive,RVO,18,10,10,20,20,0,29.3,722,7,12.671428571428573,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,19,10,10,20,20,0,30.4,718,3,8.933333333333334,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,20,10,10,20,20,0,29.200000000000003,692,3,6.2,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,21,10,10,20,20,0,29.3,723,3,12.633333333333336,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,22,10,10,20,20,0,30.200000000000003,750,4,11.2,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,23,10,10,20,20,0,31.0,768,4,12.875,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,24,10,10,20,20,0,29.200000000000003,712,2,9.5,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,25,10,10,20,20,0,29.200000000000003,702,4,13.55,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,26,10,10,20,20,0,29.3,726,3,16.76666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,27,10,10,20,20,0,30.4,762,3,10.133333333333333,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,28,10,10,20,20,0,29.6,735,4,8.775000000000002,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,29,10,10,20,20,0,29.200000000000003,718,2,7.95,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,30,10,10,20,20,0,29.6,732,3,12.2,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,31,10,10,20,20,0,29.3,672,2,14.05,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,32,10,10,20,20,0,29.200000000000003,693,2,18.15,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,33,10,10,20,20,0,29.3,677,3,10.033333333333331,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,34,10,10,20,20,0,29.700000000000003,695,5,12.320000000000002,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,35,10,10,20,20,0,29.6,665,3,13.7,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,36,10,10,20,20,0,0.9,53,1,0.6000000000000001,0,0,0,0,1
LookAhead,Jerk_Primitive,RVO,37,10,10,20,20,0,1.5,76,2,1.2,0,0,0,0,1
LookAhead,Jerk_Primitive,RVO,38,10,10,20,20,0,0.2,33,1,0.2,0,0,1,0,0
LookAhead,Jerk_Primitive,RVO,39,10,10,20,20,0,29.3,688,6,11.25,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,40,10,10,20,20,0,30.0,734,4,12.675,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,41,10,10,20,20,0,30.0,746,6,13.91666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,42,10,10,20,20,0,29.200000000000003,708,0,,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,43,10,10,20,20,0,29.200000000000003,716,2,10.05,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,44,10,10,20,20,0,29.6,699,3,7.833333333333333,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,45,10,10,20,20,0,29.200000000000003,708,3,10.666666666666666,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,46,10,10,20,20,0,29.5,714,2,9.0,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,47,10,10,20,20,0,31.4,713,5,10.06,0,0,0,0,1
LookAhead,Jerk_Primitive,RVO,48,10,10,20,20,0,29.3,697,7,14.4,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,49,10,10,20,20,0,30.0,749,2,7.1,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,50,10,10,20,20,0,29.3,680,1,10.3,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,51,10,10,20,20,0,30.0,780,5,9.26,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,52,10,10,20,20,0,29.4,717,5,16.02,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,53,10,10,20,20,0,30.0,764,4,12.7,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,54,10,10,20,20,0,30.1,713,6,15.050000000000002,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,55,10,10,20,20,0,33.800000000000004,728,2,9.5,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,56,10,10,20,20,0,29.200000000000003,716,2,9.75,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,57,10,10,20,20,0,1.6,79,0,,0,0,1,0,0
LookAhead,Jerk_Primitive,RVO,58,10,10,20,20,0,29.3,700,3,10.866666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,59,10,10,20,20,0,15.3,378,3,6.5,0,0,0,0,1
LookAhead,Jerk_Primitive,RVO,0,10,10,20,40,0,14.8,716,0,,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,1,10,10,20,40,0,14.7,714,4,6.775,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,2,10,10,20,40,0,14.7,670,2,6.95,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,3,10,10,20,40,0,14.7,709,6,5.616666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,4,10,10,20,40,0,14.7,711,7,4.214285714285714,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,5,10,10,20,40,0,14.7,708,3,5.7,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,6,10,10,20,40,0,14.7,704,2,5.5,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,7,10,10,20,40,0,14.7,643,2,12.2,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,8,10,10,20,40,0,14.7,703,1,9.4,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,9,10,10,20,40,0,14.8,705,1,3.9,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,10,10,10,20,40,0,14.7,675,3,8.766666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,11,10,10,20,40,0,14.7,700,3,10.066666666666668,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,12,10,10,20,40,0,14.7,697,5,8.280000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,13,10,10,20,40,0,14.7,697,4,7.775000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,14,10,10,20,40,0,15.3,768,3,8.5,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,15,10,10,20,40,0,16.400000000000002,730,2,7.5,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,16,10,10,20,40,0,14.8,702,5,9.08,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,17,10,10,20,40,0,15.1,734,2,2.7,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,18,10,10,20,40,0,14.7,702,5,9.500000000000002,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,19,10,10,20,40,0,14.7,690,2,9.85,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,20,10,10,20,40,0,15.7,742,4,8.200000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,21,10,10,20,40,0,14.8,707,2,3.35,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,22,10,10,20,40,0,14.7,693,5,8.7,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,23,10,10,20,40,0,15.1,737,2,4.4,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,24,10,10,20,40,0,14.8,705,4,11.5,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,25,10,10,20,40,0,14.8,710,3,9.133333333333333,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,26,10,10,20,40,0,15.1,732,4,8.375,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,27,10,10,20,40,0,14.8,707,5,6.760000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,28,10,10,20,40,0,14.9,679,2,8.350000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,29,10,10,20,40,0,14.7,719,1,9.1,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,30,10,10,20,40,0,15.0,730,3,5.866666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,31,10,10,20,40,0,14.7,698,3,8.4,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,32,10,10,20,40,0,14.7,696,1,4.0,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,33,10,10,20,40,0,14.7,677,2,7.5,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,34,10,10,20,40,0,15.2,757,4,12.2,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,35,10,10,20,40,0,14.8,701,5,7.159999999999999,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,36,10,10,20,40,0,14.7,688,2,4.85,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,37,10,10,20,40,0,14.7,642,3,4.166666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,38,10,10,20,40,0,0.2,33,1,0.2,0,0,1,0,0
LookAhead,Jerk_Primitive,RVO,39,10,10,20,40,0,14.7,703,6,6.150000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,40,10,10,20,40,0,14.7,687,4,7.050000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,41,10,10,20,40,0,14.7,689,3,5.266666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,42,10,10,20,40,0,14.7,703,1,10.0,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,43,10,10,20,40,0,14.7,713,2,8.65,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,44,10,10,20,40,0,15.0,706,3,2.6333333333333333,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,45,10,10,20,40,0,14.7,704,3,7.466666666666666,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,46,10,10,20,40,0,14.9,723,3,8.266666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,47,10,10,20,40,0,14.8,702,2,10.75,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,48,10,10,20,40,0,14.7,678,5,10.72,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,49,10,10,20,40,0,14.7,690,3,10.2,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,50,10,10,20,40,0,14.7,675,4,7.6,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,51,10,10,20,40,0,15.4,678,4,10.5,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,52,10,10,20,40,0,13.6,664,3,6.766666666666667,0,1,0,0,0
LookAhead,Jerk_Primitive,RVO,53,10,10,20,40,0,14.7,689,3,6.033333333333334,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,54,10,10,20,40,0,14.8,702,3,9.133333333333336,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,55,10,10,20,40,0,14.8,690,2,8.45,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,56,10,10,20,40,0,14.7,716,3,7.900000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,57,10,10,20,40,0,15.6,714,4,7.325000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,58,10,10,20,40,0,14.8,700,4,5.2,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,59,10,10,20,40,0,14.8,728,4,8.1,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,0,10,10,20,60,0,10.0,689,0,,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,1,10,10,20,60,0,9.8,699,5,3.6,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,2,10,10,20,60,0,9.8,677,2,5.2,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,3,10,10,20,60,0,9.8,713,5,3.4,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,4,10,10,20,60,0,10.2,720,5,2.78,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,5,10,10,20,60,0,9.8,710,2,4.75,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,6,10,10,20,60,0,9.8,697,2,5.0,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,7,10,10,20,60,0,9.8,674,3,7.066666666666666,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,8,10,10,20,60,0,9.8,704,2,3.7,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,9,10,10,20,60,0,9.9,700,3,2.766666666666667,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,10,10,10,20,60,0,9.8,660,3,6.2,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,11,10,10,20,60,0,9.8,684,5,5.74,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,12,10,10,20,60,0,9.8,680,4,6.6000000000000005,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,13,10,10,20,60,0,9.8,669,3,6.099999999999999,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,14,10,10,20,60,0,9.8,670,3,4.9,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,15,10,10,20,60,0,9.8,682,1,8.8,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,16,10,10,20,60,0,9.8,691,6,5.666666666666668,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,17,10,10,20,60,0,9.9,697,3,3.5333333333333337,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,18,10,10,20,60,0,9.8,718,7,5.6000000000000005,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,19,10,10,20,60,0,9.8,679,4,5.4,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,20,10,10,20,60,0,9.8,676,2,6.6000000000000005,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,21,10,10,20,60,0,9.8,693,2,1.5,1,0,0,0,0
LookAhead,Jerk_Primitive,RVO,22,10,10,20,60,0,9.8,695,6,5.583333333333333,1,0,0,0,0
