Method,Planner,Number of agents,Number of pillars,Agent speed,Drone speed,Steps,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision
NoControl,Jerk_Primitive,5,0,50,20,98,345,2,37.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,251,785,4,37.75,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,201,587,6,31.55555555555556,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,252,464,5,26.666666666666668,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,210,816,1,35.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,200,541,6,29.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,250,439,3,27.727272727272727,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,200,259,1,27.166666666666668,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,231,822,2,32.5,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,176,345,0,0.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,251,789,8,18.11111111111111,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,166,435,0,18.11111111111111,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,253,514,6,21.8125,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,99,345,1,6.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,248,804,4,14.666666666666666,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,166,374,3,20.666666666666668,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,254,553,4,21.384615384615383,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,121,389,2,50.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,250,731,3,31.5,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,166,455,5,21.8,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,268,526,5,20.9375,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,49,215,2,14.0,0,0,1
NoControl,Jerk_Primitive,5,0,50,20,112,388,2,33.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,266,804,1,31.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,110,345,1,18.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,309,813,3,16.666666666666668,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,256,638,4,19.428571428571427,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,201,195,5,21.5,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,112,345,0,0.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,164,497,5,23.166666666666668,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,252,848,5,31.1,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,165,424,2,30.08333333333333,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,188,814,3,28.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,251,641,6,23.7,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,201,200,3,22.416666666666668,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,263,814,2,15.5,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,201,592,3,21.6,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,250,411,2,23.142857142857142,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,201,256,6,25.416666666666668,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,194,807,5,23.4,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,276,670,4,24.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,169,414,3,25.75,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,281,345,0,0.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,202,339,2,56.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,163,512,1,41.5,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,198,602,5,30.875,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,99,345,0,0.0,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,272,812,10,26.363636363636363,1,0,0
NoControl,Jerk_Primitive,5,0,50,20,204,553,3,26.928571428571427,1,0,0
NoControl,MPC,5,0,50,20,61,244,2,24.0,0,0,1
NoControl,MPC,5,0,50,20,108,365,3,15.333333333333334,1,0,0
NoControl,MPC,5,0,50,20,195,289,6,29.571428571428573,0,0,1
NoControl,MPC,5,0,50,20,211,805,4,22.4,1,0,0
NoControl,MPC,5,0,50,20,51,102,1,24.5,0,0,1
NoControl,MPC,5,0,50,20,108,366,3,24.5,1,0,0
NoControl,MPC,5,0,50,20,135,353,5,29.714285714285715,0,0,1
NoControl,MPC,5,0,50,20,209,807,2,24.0,1,0,0
NoControl,MPC,5,0,50,20,208,566,3,24.2,1,0,0
