Method,Planner,Motion Profile,Map ID,Agent size,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 40)","(40, 250)",11.2,413,6,2.2000000000000006,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 40)","(40, 460)",24.4,675,16,6.63125,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 40)","(250, 40)",10.2,364,1,2.8000000000000003,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 40)","(250, 250)",18.4,626,4,5.374999999999999,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 40)","(250, 460)",20.9,875,11,6.372727272727272,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 40)","(460, 40)",21.8,652,11,6.50909090909091,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 40)","(460, 250)",22.200000000000003,883,9,8.933333333333334,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 40)","(460, 460)",34.6,1068,14,11.692857142857145,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 250)","(40, 40)",10.2,385,1,5.800000000000001,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 250)","(40, 460)",10.9,411,5,5.54,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 250)","(250, 40)",18.6,612,8,5.025,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 250)","(250, 250)",10.9,496,8,4.5375,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 250)","(250, 460)",15.6,642,11,6.227272727272728,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 250)","(460, 40)",22.4,872,13,8.661538461538463,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 250)","(460, 250)",21.5,824,12,9.575,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 250)","(460, 460)",21.6,880,16,8.675,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 460)","(40, 40)",28.3,824,11,10.481818181818182,0,0,1,0,0,2
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 460)","(40, 250)",11.7,430,5,4.460000000000001,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 460)","(250, 40)",28.200000000000003,998,19,7.64736842105263,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 460)","(250, 250)",16.5,615,10,6.780000000000001,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 460)","(250, 460)",10.9,412,7,4.685714285714286,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 460)","(460, 40)",37.0,1088,21,11.714285714285714,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 460)","(460, 250)",13.5,528,10,5.870000000000001,0,0,0,0,1,2
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(40, 460)","(460, 460)",21.9,709,16,7.987500000000001,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 40)","(40, 40)",10.2,383,0,,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 40)","(40, 250)",18.6,618,9,7.833333333333333,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 40)","(40, 460)",21.3,890,10,9.8,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 40)","(250, 250)",10.4,496,5,5.380000000000001,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 40)","(250, 460)",20.8,802,14,8.22857142857143,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 40)","(460, 40)",8.200000000000001,343,8,2.2750000000000004,0,0,1,0,0,2
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 40)","(460, 250)",16.8,623,9,7.133333333333332,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 40)","(460, 460)",11.2,488,6,5.633333333333334,0,0,1,0,0,2
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 250)","(40, 40)",19.5,619,9,9.155555555555557,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 250)","(40, 250)",11.4,520,7,4.9,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 250)","(40, 460)",18.0,698,8,9.0875,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 250)","(250, 40)",17.1,580,11,8.20909090909091,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 250)","(250, 460)",10.3,496,8,5.375,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 250)","(460, 40)",17.900000000000002,621,15,8.493333333333332,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 250)","(460, 250)",10.3,492,4,7.350000000000001,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 250)","(460, 460)",17.7,626,13,9.576923076923077,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 460)","(40, 40)",25.8,931,11,11.990909090909094,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 460)","(40, 250)",17.400000000000002,619,6,10.266666666666667,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 460)","(40, 460)",6.7,289,3,3.233333333333333,0,0,1,0,0,2
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 460)","(250, 40)",22.4,822,17,10.058823529411764,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 460)","(250, 250)",10.3,484,9,4.622222222222224,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 460)","(460, 40)",24.4,905,16,11.28125,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 460)","(460, 250)",18.9,663,19,7.899999999999999,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(250, 460)","(460, 460)",13.0,403,7,5.928571428571429,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(460, 40)","(40, 40)",23.9,590,11,5.8090909090909095,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(460, 40)","(40, 250)",23.0,902,16,8.20625,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(460, 40)","(40, 460)",37.8,1104,22,9.945454545454544,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(460, 40)","(250, 40)",11.8,361,4,6.425,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(460, 40)","(250, 250)",16.7,628,12,5.833333333333333,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(460, 40)","(250, 460)",21.700000000000003,885,18,7.216666666666667,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,0,7.6,30,0,20,20,0,"(460, 40)","(460, 250)",4.0,208,4,1.475,0,0,1,0,0,2
