Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
LookGoal,Primitive,RVO,0,10,10,20,20,2,43.900000000000006,703,2,11.3,1,0,0,0,0
LookGoal,Primitive,RVO,1,10,10,20,20,2,38.400000000000006,698,5,7.459999999999999,1,0,0,0,0
LookGoal,Primitive,RVO,2,10,10,20,20,2,31.5,604,2,5.25,0,0,0,0,1
LookGoal,Primitive,RVO,3,10,10,20,20,2,38.8,716,2,8.55,1,0,0,0,0
LookGoal,Primitive,RVO,4,10,10,20,20,2,38.7,712,3,7.366666666666667,1,0,0,0,0
LookGoal,Primitive,RVO,5,10,10,20,20,2,32.0,606,4,4.95,0,0,0,0,1
LookGoal,Primitive,RVO,6,10,10,20,20,2,37.5,700,4,6.175000000000001,1,0,0,0,0
LookGoal,Primitive,RVO,7,10,10,20,20,2,2.7,96,2,1.4,0,0,0,0,1
LookGoal,Primitive,RVO,8,10,10,20,20,2,15.3,315,2,4.3500000000000005,0,0,0,0,1
LookGoal,Primitive,RVO,9,10,10,20,20,2,37.0,707,2,6.5,1,0,0,0,0
LookGoal,Primitive,RVO,10,10,10,20,20,2,17.0,337,2,5.1000000000000005,0,0,1,0,0
LookGoal,Primitive,RVO,11,10,10,20,20,2,29.6,504,5,8.5,0,0,1,0,0
LookGoal,Primitive,RVO,12,10,10,20,20,2,5.7,126,2,4.4,0,0,1,0,1
LookGoal,Primitive,RVO,13,10,10,20,20,2,37.1,706,2,7.15,1,0,0,0,0
LookGoal,Primitive,RVO,14,10,10,20,20,2,9.2,228,1,9.2,0,0,1,0,0
LookGoal,Primitive,RVO,15,10,10,20,20,2,37.1,680,0,,1,0,0,0,0
LookGoal,Primitive,RVO,16,10,10,20,20,2,9.8,220,1,6.5,0,0,1,0,0
LookGoal,Primitive,RVO,17,10,10,20,20,2,37.1,701,0,,1,0,0,0,0
LookGoal,Primitive,RVO,18,10,10,20,20,2,41.5,697,6,8.316666666666668,1,0,0,0,0
LookGoal,Primitive,RVO,19,10,10,20,20,2,39.1,682,4,7.65,1,0,0,0,0
LookGoal,Primitive,RVO,20,10,10,20,20,2,37.3,693,3,4.566666666666667,1,0,0,0,0
LookGoal,Primitive,RVO,21,10,10,20,20,2,38.3,716,3,8.966666666666669,1,0,0,0,0
LookGoal,Primitive,RVO,22,10,10,20,20,2,14.1,282,2,3.7,0,0,1,0,1
LookGoal,Primitive,RVO,23,10,10,20,20,2,16.8,346,2,1.35,0,0,0,0,1
LookGoal,Primitive,RVO,24,10,10,20,20,2,43.0,724,5,8.52,1,0,0,0,0
LookGoal,Primitive,RVO,25,10,10,20,20,2,2.6,86,1,2.6,0,0,1,0,0
LookGoal,Primitive,RVO,26,10,10,20,20,2,36.3,713,2,9.85,1,0,0,0,0
LookGoal,Primitive,RVO,27,10,10,20,20,2,24.700000000000003,450,4,5.475,0,0,0,0,1
LookGoal,Primitive,RVO,28,10,10,20,20,2,40.6,709,6,8.116666666666667,1,0,0,0,0
LookGoal,Primitive,RVO,29,10,10,20,20,2,35.5,723,1,8.0,1,0,0,0,0
LookGoal,Primitive,RVO,30,10,10,20,20,2,38.400000000000006,722,3,9.2,1,0,0,0,0
LookGoal,Primitive,RVO,31,10,10,20,20,2,40.900000000000006,681,5,7.74,1,0,0,0,0
LookGoal,Primitive,RVO,32,10,10,20,20,2,24.0,489,2,3.4000000000000004,0,0,1,0,0
LookGoal,Primitive,RVO,33,10,10,20,20,2,36.2,691,3,8.5,1,0,0,0,0
LookGoal,Primitive,RVO,34,10,10,20,20,2,37.1,669,5,7.94,1,0,0,0,0
LookGoal,Primitive,RVO,35,10,10,20,20,2,37.3,689,4,6.824999999999999,1,0,0,0,0
LookGoal,Primitive,RVO,36,10,10,20,20,2,1.1,54,1,0.8,0,0,0,0,1
LookGoal,Primitive,RVO,37,10,10,20,20,2,1.3,52,1,1.3,0,0,1,0,1
LookGoal,Primitive,RVO,38,10,10,20,20,2,0.2,33,1,0.2,0,0,1,0,0
LookGoal,Primitive,RVO,39,10,10,20,20,2,35.9,694,6,7.283333333333332,0,0,1,0,0
LookGoal,Primitive,RVO,40,10,10,20,20,2,43.400000000000006,721,5,8.780000000000001,1,0,0,0,0
LookGoal,Primitive,RVO,41,10,10,20,20,2,40.1,708,7,7.342857142857143,1,0,0,0,0
LookGoal,Primitive,RVO,42,10,10,20,20,2,32.9,655,2,2.3000000000000003,0,0,0,0,1
LookGoal,Primitive,RVO,43,10,10,20,20,2,37.4,731,3,9.0,1,0,0,0,0
LookGoal,Primitive,RVO,44,10,10,20,20,2,40.3,701,3,7.599999999999999,1,0,0,0,0
LookGoal,Primitive,RVO,45,10,10,20,20,2,39.2,709,5,7.880000000000001,1,0,0,0,0
LookGoal,Primitive,RVO,46,10,10,20,20,2,38.2,704,4,5.625,1,0,0,0,0
LookGoal,Primitive,RVO,47,10,10,20,20,2,13.7,270,3,4.666666666666667,0,0,0,0,1
LookGoal,Primitive,RVO,48,10,10,20,20,2,36.8,738,7,8.22857142857143,0,0,1,0,0
LookGoal,Primitive,RVO,49,10,10,20,20,2,40.8,742,3,6.733333333333334,1,0,0,0,0
LookGoal,Primitive,RVO,50,10,10,20,20,2,36.0,676,1,7.0,1,0,0,0,0
LookGoal,Primitive,RVO,51,10,10,20,20,2,9.7,217,1,9.7,0,0,1,0,0
LookGoal,Primitive,RVO,52,10,10,20,20,2,37.9,705,5,9.56,1,0,0,0,0
