Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
NoControl,Primitive,RVO,0,10,10,20,20,2,23.8,662,4,7.524999999999999,0,0,0,0,1
NoControl,Primitive,RVO,1,10,10,20,20,2,39.1,1046,6,9.85,1,0,0,0,0
NoControl,Primitive,RVO,2,10,10,20,20,2,37.9,1054,4,10.275,1,0,0,0,0
NoControl,Primitive,RVO,3,10,10,20,20,2,37.1,1041,3,9.633333333333336,1,0,0,0,0
NoControl,Primitive,RVO,4,10,10,20,20,2,38.8,1057,5,9.000000000000002,1,0,0,0,0
NoControl,Primitive,RVO,5,10,10,20,20,2,29.6,846,4,7.525,0,0,0,0,1
NoControl,Primitive,RVO,6,10,10,20,20,2,36.6,1055,6,8.383333333333333,1,0,0,0,0
NoControl,Primitive,RVO,7,10,10,20,20,2,39.5,1030,4,11.65,1,0,0,0,0
NoControl,Primitive,RVO,8,10,10,20,20,2,36.6,1044,4,12.0,1,0,0,0,0
NoControl,Primitive,RVO,9,10,10,20,20,2,37.6,1054,4,14.0,1,0,0,0,0
NoControl,Primitive,RVO,10,10,10,20,20,2,38.6,1031,7,11.9,1,0,0,0,0
NoControl,Primitive,RVO,11,10,10,20,20,2,36.3,1036,7,14.442857142857145,1,0,0,0,0
NoControl,Primitive,RVO,12,10,10,20,20,2,5.1000000000000005,210,2,3.75,0,0,0,0,1
NoControl,Primitive,RVO,13,10,10,20,20,2,37.8,1031,3,18.0,1,0,0,0,0
NoControl,Primitive,RVO,14,10,10,20,20,2,11.4,411,5,6.2,0,0,0,0,1
NoControl,Primitive,RVO,15,10,10,20,20,2,36.9,1047,3,10.833333333333334,1,0,0,0,0
NoControl,Primitive,RVO,16,10,10,20,20,2,40.7,1085,6,9.816666666666668,1,0,0,0,0
NoControl,Primitive,RVO,17,10,10,20,20,2,37.1,1054,5,7.859999999999999,1,0,0,0,0
NoControl,Primitive,RVO,18,10,10,20,20,2,25.1,710,7,8.900000000000002,0,0,0,0,1
NoControl,Primitive,RVO,19,10,10,20,20,2,39.1,1021,5,10.56,1,0,0,0,0
NoControl,Primitive,RVO,20,10,10,20,20,2,37.3,1019,5,8.959999999999999,1,0,0,0,0
NoControl,Primitive,RVO,21,10,10,20,20,2,37.8,1059,4,12.3,1,0,0,0,0
NoControl,Primitive,RVO,22,10,10,20,20,2,23.1,642,2,11.05,0,0,0,0,1
NoControl,Primitive,RVO,23,10,10,20,20,2,17.2,517,2,1.7,0,0,0,0,1
NoControl,Primitive,RVO,24,10,10,20,20,2,42.2,1055,6,10.366666666666667,1,0,0,0,0
NoControl,Primitive,RVO,25,10,10,20,20,2,2.6,169,1,2.6,0,0,1,0,0
NoControl,Primitive,RVO,26,10,10,20,20,2,33.0,965,5,10.2,0,0,0,0,1
NoControl,Primitive,RVO,27,10,10,20,20,2,29.0,722,6,10.000000000000002,0,0,0,0,1
NoControl,Primitive,RVO,28,10,10,20,20,2,30.4,825,7,7.1000000000000005,0,0,0,0,1
NoControl,Primitive,RVO,29,10,10,20,20,2,35.5,1045,2,11.9,1,0,0,0,0
NoControl,Primitive,RVO,30,10,10,20,20,2,38.3,1090,6,10.166666666666666,1,0,0,0,0
NoControl,Primitive,RVO,31,10,10,20,20,2,37.5,1068,6,13.233333333333334,1,0,0,0,0
NoControl,Primitive,RVO,32,10,10,20,20,2,23.4,693,3,8.866666666666667,0,0,0,0,1
NoControl,Primitive,RVO,33,10,10,20,20,2,37.9,1045,5,9.12,1,0,0,0,0
NoControl,Primitive,RVO,34,10,10,20,20,2,37.1,1059,5,10.62,1,0,0,0,0
NoControl,Primitive,RVO,35,10,10,20,20,2,37.8,1018,6,8.45,1,0,0,0,0
NoControl,Primitive,RVO,36,10,10,20,20,2,0.9,102,1,0.9,0,0,0,0,1
NoControl,Primitive,RVO,37,10,10,20,20,2,1.2000000000000002,106,2,1.2000000000000002,0,0,0,0,1
NoControl,Primitive,RVO,38,10,10,20,20,2,0.2,80,2,0.15,0,0,1,0,0
NoControl,Primitive,RVO,39,10,10,20,20,2,4.1000000000000005,183,2,2.1500000000000004,0,0,0,0,1
NoControl,Primitive,RVO,40,10,10,20,20,2,22.0,647,5,5.079999999999999,0,0,0,0,1
NoControl,Primitive,RVO,41,10,10,20,20,2,40.8,1064,7,11.514285714285716,1,0,0,0,0
NoControl,Primitive,RVO,42,10,10,20,20,2,32.5,917,5,7.540000000000001,0,0,0,0,1
NoControl,Primitive,RVO,43,10,10,20,20,2,36.5,1038,7,9.342857142857143,1,0,0,0,0
NoControl,Primitive,RVO,44,10,10,20,20,2,41.0,1119,6,7.5,1,0,0,0,0
NoControl,Primitive,RVO,45,10,10,20,20,2,18.3,551,2,6.449999999999999,0,0,0,0,1
NoControl,Primitive,RVO,46,10,10,20,20,2,39.0,1034,5,10.260000000000002,1,0,0,0,0
NoControl,Primitive,RVO,47,10,10,20,20,2,14.2,473,3,4.966666666666668,0,0,1,0,0
NoControl,Primitive,RVO,48,10,10,20,20,2,39.2,1070,8,12.5,1,0,0,0,0
NoControl,Primitive,RVO,49,10,10,20,20,2,40.6,1100,5,10.26,1,0,0,0,0
NoControl,Primitive,RVO,50,10,10,20,20,2,36.0,1008,2,5.300000000000001,1,0,0,0,0
NoControl,Primitive,RVO,51,10,10,20,20,2,46.6,1221,3,22.03333333333333,1,0,0,0,0
NoControl,Primitive,RVO,52,10,10,20,20,2,39.900000000000006,1113,5,11.580000000000002,1,0,0,0,0
NoControl,Primitive,RVO,53,10,10,20,20,2,14.3,443,4,7.15,0,0,0,0,1
NoControl,Primitive,RVO,54,10,10,20,20,2,38.6,1034,5,9.760000000000002,1,0,0,0,0
NoControl,Primitive,RVO,55,10,10,20,20,2,28.700000000000003,813,5,5.340000000000002,0,0,0,0,1
NoControl,Primitive,RVO,56,10,10,20,20,2,38.6,1052,4,9.825,1,0,0,0,0
NoControl,Primitive,RVO,57,10,10,20,20,2,1.6,122,1,1.6,0,0,0,0,1
NoControl,Primitive,RVO,58,10,10,20,20,2,40.5,1102,8,8.25,1,0,0,0,0
NoControl,Primitive,RVO,59,10,10,20,20,2,41.0,1115,8,11.8875,1,0,0,0,0
NoControl,Primitive,RVO,0,10,10,20,40,2,22.0,1052,3,11.133333333333333,1,0,0,0,0
NoControl,Primitive,RVO,1,10,10,20,40,2,27.700000000000003,1080,6,8.05,1,0,0,0,0
NoControl,Primitive,RVO,2,10,10,20,40,2,21.5,1018,2,7.9,1,0,0,0,0
NoControl,Primitive,RVO,3,10,10,20,40,2,27.0,1072,5,10.220000000000002,1,0,0,0,0
NoControl,Primitive,RVO,4,10,10,20,40,2,21.5,1026,6,6.516666666666667,1,0,0,0,0
NoControl,Primitive,RVO,5,10,10,20,40,2,21.5,1028,3,5.366666666666667,1,0,0,0,0
NoControl,Primitive,RVO,6,10,10,20,40,2,21.5,1026,3,4.9,1,0,0,0,0
NoControl,Primitive,RVO,7,10,10,20,40,2,1.9,148,1,1.9,0,0,0,0,1
NoControl,Primitive,RVO,8,10,10,20,40,2,25.3,1046,4,8.725,1,0,0,0,0
NoControl,Primitive,RVO,9,10,10,20,40,2,20.4,1055,5,8.1,1,0,0,0,0
NoControl,Primitive,RVO,10,10,10,20,40,2,30.8,1235,6,7.400000000000001,1,0,0,0,0
NoControl,Primitive,RVO,11,10,10,20,40,2,29.9,1169,5,15.419999999999998,1,0,0,0,0
NoControl,Primitive,RVO,12,10,10,20,40,2,4.3,243,2,3.3,0,0,1,0,0
NoControl,Primitive,RVO,13,10,10,20,40,2,24.6,1061,4,9.725,1,0,0,0,0
NoControl,Primitive,RVO,14,10,10,20,40,2,28.1,1193,10,10.02,1,0,0,0,0
NoControl,Primitive,RVO,15,10,10,20,40,2,21.5,1033,3,5.800000000000001,1,0,0,0,0
NoControl,Primitive,RVO,16,10,10,20,40,2,21.3,1081,7,8.514285714285714,1,0,0,0,0
NoControl,Primitive,RVO,17,10,10,20,40,2,21.700000000000003,1100,0,,1,0,0,0,0
NoControl,Primitive,RVO,18,10,10,20,40,2,21.0,1066,8,7.85,1,0,0,0,0
NoControl,Primitive,RVO,19,10,10,20,40,2,22.3,1029,3,6.800000000000001,1,0,0,0,0
NoControl,Primitive,RVO,20,10,10,20,40,2,23.9,1025,4,11.775,1,0,0,0,0
NoControl,Primitive,RVO,21,10,10,20,40,2,22.5,1085,3,6.766666666666667,1,0,0,0,0
NoControl,Primitive,RVO,22,10,10,20,40,2,22.5,1090,4,6.049999999999999,1,0,0,0,0
NoControl,Primitive,RVO,23,10,10,20,40,2,23.5,1062,3,8.866666666666669,1,0,0,0,0
NoControl,Primitive,RVO,24,10,10,20,40,2,21.0,1027,4,9.225,1,0,0,0,0
NoControl,Primitive,RVO,25,10,10,20,40,2,1.9,160,1,1.9,0,0,1,0,0
NoControl,Primitive,RVO,26,10,10,20,40,2,23.4,1078,5,7.82,1,0,0,0,0
NoControl,Primitive,RVO,27,10,10,20,40,2,24.200000000000003,909,6,7.566666666666667,0,0,1,0,1
NoControl,Primitive,RVO,28,10,10,20,40,2,22.0,1092,6,6.666666666666667,0,0,1,0,0
NoControl,Primitive,RVO,29,10,10,20,40,2,28.200000000000003,1048,3,10.366666666666667,1,0,0,0,0
NoControl,Primitive,RVO,30,10,10,20,40,2,24.200000000000003,1076,5,7.42,1,0,0,0,0
NoControl,Primitive,RVO,31,10,10,20,40,2,26.200000000000003,1092,6,10.85,1,0,0,0,0
NoControl,Primitive,RVO,32,10,10,20,40,2,27.200000000000003,1079,4,11.475,1,0,0,0,0
NoControl,Primitive,RVO,33,10,10,20,40,2,30.1,1113,7,9.342857142857143,1,0,0,0,0
NoControl,Primitive,RVO,34,10,10,20,40,2,4.5,257,3,1.4333333333333336,0,0,1,0,0
NoControl,Primitive,RVO,35,10,10,20,40,2,30.0,1078,5,8.8,1,0,0,0,0
NoControl,Primitive,RVO,36,10,10,20,40,2,1.2000000000000002,123,1,1.2000000000000002,0,0,0,0,1
NoControl,Primitive,RVO,37,10,10,20,40,2,1.1,109,2,1.1,0,0,0,0,1
NoControl,Primitive,RVO,38,10,10,20,40,2,0.2,80,2,0.15,0,0,1,0,0
NoControl,Primitive,RVO,39,10,10,20,40,2,22.3,1015,8,9.2,1,0,0,0,0
NoControl,Primitive,RVO,40,10,10,20,40,2,25.3,1127,5,9.68,1,0,0,0,0
NoControl,Primitive,RVO,41,10,10,20,40,2,12.5,627,5,6.98,0,0,1,0,0
NoControl,Primitive,RVO,42,10,10,20,40,2,21.1,1071,3,8.966666666666667,1,0,0,0,0
NoControl,Primitive,RVO,43,10,10,20,40,2,23.3,1054,5,8.540000000000001,1,0,0,0,0
NoControl,Primitive,RVO,44,10,10,20,40,2,24.1,1077,5,7.2200000000000015,1,0,0,0,0
NoControl,Primitive,RVO,45,10,10,20,40,2,21.3,1028,4,10.375,1,0,0,0,0
NoControl,Primitive,RVO,46,10,10,20,40,2,19.5,908,4,5.750000000000001,0,0,1,0,0
NoControl,Primitive,RVO,47,10,10,20,40,2,4.1000000000000005,262,1,0.1,0,1,0,0,0
NoControl,Primitive,RVO,48,10,10,20,40,2,32.2,1184,7,10.842857142857143,1,0,0,0,0
NoControl,Primitive,RVO,49,10,10,20,40,2,22.9,1069,2,9.3,1,0,0,0,0
NoControl,Primitive,RVO,50,10,10,20,40,2,21.5,1023,2,7.85,1,0,0,0,0
NoControl,Primitive,RVO,51,10,10,20,40,2,26.6,1143,3,11.1,1,0,0,0,0
NoControl,Primitive,RVO,52,10,10,20,40,2,22.5,1043,5,9.18,1,0,0,0,0
NoControl,Primitive,RVO,53,10,10,20,40,2,26.9,1048,6,8.183333333333335,1,0,0,0,0
NoControl,Primitive,RVO,54,10,10,20,40,2,25.4,1037,5,12.24,1,0,0,0,0
NoControl,Primitive,RVO,55,10,10,20,40,2,24.6,1075,4,5.075,0,0,1,0,0
NoControl,Primitive,RVO,56,10,10,20,40,2,22.8,1060,2,8.100000000000001,1,0,0,0,0
NoControl,Primitive,RVO,57,10,10,20,40,2,17.7,824,4,7.15,0,0,1,0,0
NoControl,Primitive,RVO,58,10,10,20,40,2,4.1000000000000005,247,3,2.3,0,1,0,0,0
NoControl,Primitive,RVO,59,10,10,20,40,2,15.9,565,3,6.833333333333333,0,0,1,0,0
NoControl,Primitive,RVO,0,10,10,20,60,2,11.8,1057,1,8.3,1,0,0,0,0
NoControl,Primitive,RVO,1,10,10,20,60,2,14.6,1197,7,4.6000000000000005,1,0,0,0,0
NoControl,Primitive,RVO,2,10,10,20,60,2,15.3,1206,4,6.2250000000000005,1,0,0,0,0
NoControl,Primitive,RVO,3,10,10,20,60,2,12.5,1076,6,4.7,1,0,0,0,0
NoControl,Primitive,RVO,4,10,10,20,60,2,15.3,1061,7,7.214285714285714,1,0,0,0,0
NoControl,Primitive,RVO,5,10,10,20,60,2,12.3,1051,4,5.525,1,0,0,0,0
NoControl,Primitive,RVO,6,10,10,20,60,2,12.5,1073,3,4.300000000000001,1,0,0,0,0
NoControl,Primitive,RVO,7,10,10,20,60,2,1.5,156,1,1.5,0,0,1,0,0
NoControl,Primitive,RVO,8,10,10,20,60,2,12.6,1024,2,5.300000000000001,1,0,0,0,0
NoControl,Primitive,RVO,9,10,10,20,60,2,12.6,1112,5,4.92,1,0,0,0,0
NoControl,Primitive,RVO,10,10,10,20,60,2,13.0,1057,3,6.566666666666667,1,0,0,0,0
NoControl,Primitive,RVO,11,10,10,20,60,2,15.0,1077,7,8.757142857142858,1,0,0,0,0
NoControl,Primitive,RVO,12,10,10,20,60,2,13.5,1115,7,5.2,1,0,0,0,0
NoControl,Primitive,RVO,13,10,10,20,60,2,15.8,1070,5,7.460000000000001,1,0,0,0,0
NoControl,Primitive,RVO,14,10,10,20,60,2,9.8,730,5,5.5600000000000005,0,0,1,0,1
NoControl,Primitive,RVO,15,10,10,20,60,2,12.5,1064,2,5.550000000000001,1,0,0,0,0
NoControl,Primitive,RVO,16,10,10,20,60,2,12.6,1034,7,6.742857142857143,1,0,0,0,0
NoControl,Primitive,RVO,17,10,10,20,60,2,15.6,1126,4,6.950000000000001,1,0,0,0,0
NoControl,Primitive,RVO,18,10,10,20,60,2,13.1,1104,7,5.8,1,0,0,0,0
NoControl,Primitive,RVO,19,10,10,20,60,2,12.1,1031,3,7.033333333333334,1,0,0,0,0
NoControl,Primitive,RVO,20,10,10,20,60,2,11.7,1010,5,5.720000000000001,1,0,0,0,0
NoControl,Primitive,RVO,21,10,10,20,60,2,14.3,1044,2,3.1000000000000005,1,0,0,0,0
NoControl,Primitive,RVO,22,10,10,20,60,2,13.9,1102,4,7.05,1,0,0,0,0
NoControl,Primitive,RVO,23,10,10,20,60,2,20.3,1073,4,8.275,1,0,0,0,0
NoControl,Primitive,RVO,24,10,10,20,60,2,5.0,398,3,2.8000000000000003,0,0,1,0,0
NoControl,Primitive,RVO,25,10,10,20,60,2,12.7,1059,5,6.540000000000001,1,0,0,0,0
NoControl,Primitive,RVO,26,10,10,20,60,2,2.3000000000000003,192,1,2.3000000000000003,0,0,1,0,0
NoControl,Primitive,RVO,27,10,10,20,60,2,2.9000000000000004,255,1,1.3,0,0,1,0,0
NoControl,Primitive,RVO,28,10,10,20,60,2,14.4,1190,5,6.279999999999999,1,0,0,0,0
NoControl,Primitive,RVO,29,10,10,20,60,2,11.7,1002,1,9.2,1,0,0,0,0
NoControl,Primitive,RVO,30,10,10,20,60,2,13.3,1085,4,5.875,1,0,0,0,0
NoControl,Primitive,RVO,31,10,10,20,60,2,3.2,276,2,2.3000000000000003,0,0,1,0,0
NoControl,Primitive,RVO,32,10,10,20,60,2,11.7,1014,1,7.9,1,0,0,0,0
NoControl,Primitive,RVO,33,10,10,20,60,2,11.6,1010,4,4.775,1,0,0,0,0
NoControl,Primitive,RVO,34,10,10,20,60,2,13.6,1147,7,7.528571428571428,1,0,0,0,0
NoControl,Primitive,RVO,35,10,10,20,60,2,2.2,202,1,2.2,0,0,1,0,0
NoControl,Primitive,RVO,36,10,10,20,60,2,1.0,116,1,1.0,0,0,0,0,1
NoControl,Primitive,RVO,37,10,10,20,60,2,16.2,1072,8,7.6375,1,0,0,0,0
NoControl,Primitive,RVO,38,10,10,20,60,2,0.2,80,2,0.15,0,0,1,0,0
NoControl,Primitive,RVO,39,10,10,20,60,2,15.3,1237,8,5.387500000000001,1,0,0,0,0
NoControl,Primitive,RVO,40,10,10,20,60,2,12.5,1051,4,6.65,1,0,0,0,0
NoControl,Primitive,RVO,41,10,10,20,60,2,14.1,1061,5,8.180000000000001,1,0,0,0,0
NoControl,Primitive,RVO,42,10,10,20,60,2,12.1,1030,4,6.625,1,0,0,0,0
NoControl,Primitive,RVO,43,10,10,20,60,2,13.1,1088,4,5.575,1,0,0,0,0
NoControl,Primitive,RVO,44,10,10,20,60,2,9.7,846,3,5.133333333333334,0,0,1,0,0
NoControl,Primitive,RVO,45,10,10,20,60,2,14.3,1150,5,5.959999999999999,1,0,0,0,0
NoControl,Primitive,RVO,46,10,10,20,60,2,11.6,1040,5,4.860000000000001,0,0,1,0,0
NoControl,Primitive,RVO,47,10,10,20,60,2,14.4,1192,6,7.233333333333334,1,0,0,0,0
NoControl,Primitive,RVO,48,10,10,20,60,2,5.800000000000001,474,4,3.1500000000000004,0,0,1,0,0
NoControl,Primitive,RVO,49,10,10,20,60,2,7.2,619,3,3.233333333333333,0,0,1,0,0
NoControl,Primitive,RVO,50,10,10,20,60,2,12.9,1052,5,6.48,1,0,0,0,0
NoControl,Primitive,RVO,51,10,10,20,60,2,14.6,1110,4,9.4,1,0,0,0,0
NoControl,Primitive,RVO,52,10,10,20,60,2,11.6,995,4,6.0,0,0,0,0,1
NoControl,Primitive,RVO,53,10,10,20,60,2,9.0,773,3,3.233333333333333,0,0,1,0,0
NoControl,Primitive,RVO,54,10,10,20,60,2,13.5,1064,5,7.779999999999999,1,0,0,0,0
NoControl,Primitive,RVO,55,10,10,20,60,2,12.4,1048,5,5.279999999999999,1,0,0,0,0
NoControl,Primitive,RVO,56,10,10,20,60,2,7.0,633,3,2.9000000000000004,0,0,1,0,0
NoControl,Primitive,RVO,57,10,10,20,60,2,5.1000000000000005,458,3,2.4000000000000004,0,0,1,0,0
NoControl,Primitive,RVO,58,10,10,20,60,2,17.3,1104,7,5.571428571428572,1,0,0,0,0
NoControl,Primitive,RVO,59,10,10,20,60,2,11.0,960,6,4.833333333333333,0,0,1,0,0
NoControl,Primitive,RVO,0,10,10,40,20,2,12.8,413,1,2.8000000000000003,0,0,0,0,1
NoControl,Primitive,RVO,1,10,10,40,20,2,11.0,368,2,4.8,0,0,0,0,1
NoControl,Primitive,RVO,2,10,10,40,20,2,6.6000000000000005,268,1,1.7000000000000002,0,0,1,0,0
NoControl,Primitive,RVO,3,10,10,40,20,2,14.9,473,2,4.15,0,0,0,0,1
NoControl,Primitive,RVO,4,10,10,40,20,2,37.3,1023,8,6.4,1,0,0,0,0
NoControl,Primitive,RVO,5,10,10,40,20,2,14.0,425,2,4.2,0,0,0,0,1
NoControl,Primitive,RVO,6,10,10,40,20,2,30.8,835,8,4.6000000000000005,0,0,1,0,0
NoControl,Primitive,RVO,7,10,10,40,20,2,31.8,913,6,6.066666666666666,0,0,0,0,1
NoControl,Primitive,RVO,8,10,10,40,20,2,47.3,1080,12,9.116666666666667,1,0,0,0,0
NoControl,Primitive,RVO,9,10,10,40,20,2,1.3,125,1,1.3,0,0,0,0,1
NoControl,Primitive,RVO,10,10,10,40,20,2,39.1,1027,9,8.133333333333333,0,0,0,0,1
NoControl,Primitive,RVO,11,10,10,40,20,2,25.0,733,9,7.488888888888888,0,0,0,0,1
NoControl,Primitive,RVO,12,10,10,40,20,2,9.4,307,3,4.066666666666667,0,0,0,0,1
NoControl,Primitive,RVO,13,10,10,40,20,2,3.8,176,1,3.4000000000000004,0,0,1,0,0
NoControl,Primitive,RVO,14,10,10,40,20,2,34.9,828,12,6.708333333333333,0,0,0,0,1
NoControl,Primitive,RVO,15,10,10,40,20,2,9.6,306,5,2.9,0,0,0,0,1
NoControl,Primitive,RVO,16,10,10,40,20,2,37.7,1026,12,7.358333333333333,1,0,0,0,0
NoControl,Primitive,RVO,17,10,10,40,20,2,6.300000000000001,252,1,1.9,0,0,1,0,0
NoControl,Primitive,RVO,18,10,10,40,20,2,43.3,1103,8,9.425,1,0,0,0,0
NoControl,Primitive,RVO,19,10,10,40,20,2,40.1,1023,7,7.32857142857143,1,0,0,0,0
NoControl,Primitive,RVO,20,10,10,40,20,2,4.9,190,2,3.45,0,0,0,0,1
NoControl,Primitive,RVO,21,10,10,40,20,2,14.3,450,5,5.08,0,0,0,0,1
NoControl,Primitive,RVO,22,10,10,40,20,2,8.4,312,2,4.800000000000001,0,0,0,0,1
NoControl,Primitive,RVO,23,10,10,40,20,2,36.0,1040,11,7.181818181818181,1,0,0,0,0
NoControl,Primitive,RVO,24,10,10,40,20,2,31.6,866,7,7.9142857142857155,0,0,1,0,0
NoControl,Primitive,RVO,25,10,10,40,20,2,1.1,118,1,1.1,0,0,0,0,1
NoControl,Primitive,RVO,26,10,10,40,20,2,36.9,1031,10,8.920000000000002,1,0,0,0,0
NoControl,Primitive,RVO,27,10,10,40,20,2,40.900000000000006,1147,8,8.75,1,0,0,0,0
NoControl,Primitive,RVO,28,10,10,40,20,2,19.9,613,6,4.7,0,0,0,0,1
NoControl,Primitive,RVO,29,10,10,40,20,2,39.400000000000006,1056,9,7.111111111111111,1,0,0,0,0
NoControl,Primitive,RVO,30,10,10,40,20,2,29.0,862,7,6.471428571428571,0,0,0,0,1
NoControl,Primitive,RVO,31,10,10,40,20,2,29.8,780,9,7.166666666666667,0,0,1,0,1
NoControl,Primitive,RVO,32,10,10,40,20,2,36.4,1038,9,7.055555555555555,0,0,0,0,1
NoControl,Primitive,RVO,33,10,10,40,20,2,5.1000000000000005,214,1,1.5,0,0,0,0,1
NoControl,Primitive,RVO,34,10,10,40,20,2,35.5,957,14,6.9,0,0,0,0,1
NoControl,Primitive,RVO,35,10,10,40,20,2,37.4,1089,9,6.400000000000001,1,0,0,0,0
NoControl,Primitive,RVO,36,10,10,40,20,2,0.9,115,1,0.9,0,0,0,0,1
NoControl,Primitive,RVO,37,10,10,40,20,2,0.7000000000000001,103,2,0.7000000000000001,0,0,1,0,0
NoControl,Primitive,RVO,38,10,10,40,20,2,0.1,67,2,0.1,0,0,1,0,0
NoControl,Primitive,RVO,39,10,10,40,20,2,11.1,350,2,4.2,0,0,0,0,1
NoControl,Primitive,RVO,40,10,10,40,20,2,41.0,1020,10,8.120000000000001,1,0,0,0,0
NoControl,Primitive,RVO,41,10,10,40,20,2,14.8,518,5,5.460000000000001,0,0,0,0,1
