Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
LookAhead,Primitive,RVO,0,10,10,20,20,2,38.900000000000006,733,5,8.42,1,0,0,0,0
LookAhead,Primitive,RVO,1,10,10,20,20,2,39.6,736,5,7.220000000000001,1,0,0,0,0
LookAhead,Primitive,RVO,2,10,10,20,20,2,31.1,611,2,5.25,0,0,0,0,1
LookAhead,Primitive,RVO,3,10,10,20,20,2,37.0,712,2,8.75,1,0,0,0,0
LookAhead,Primitive,RVO,4,10,10,20,20,2,38.8,748,3,7.733333333333334,1,0,0,0,0
LookAhead,Primitive,RVO,5,10,10,20,20,2,41.7,750,4,9.1,1,0,0,0,0
LookAhead,Primitive,RVO,6,10,10,20,20,2,39.5,736,5,6.540000000000001,1,0,0,0,0
LookAhead,Primitive,RVO,7,10,10,20,20,2,3.3000000000000003,114,2,2.1,0,0,1,0,0
LookAhead,Primitive,RVO,8,10,10,20,20,2,16.1,340,3,2.9333333333333336,0,0,0,0,1
LookAhead,Primitive,RVO,9,10,10,20,20,2,37.0,744,2,4.4,1,0,0,0,0
LookAhead,Primitive,RVO,10,10,10,20,20,2,17.2,342,3,4.7,0,0,0,0,1
LookAhead,Primitive,RVO,11,10,10,20,20,2,36.8,751,4,12.175,1,0,0,0,0
LookAhead,Primitive,RVO,12,10,10,20,20,2,40.5,799,6,7.7,1,0,0,0,0
LookAhead,Primitive,RVO,13,10,10,20,20,2,38.0,737,2,7.800000000000001,1,0,0,0,0
LookAhead,Primitive,RVO,14,10,10,20,20,2,9.2,216,1,9.2,0,0,1,0,0
LookAhead,Primitive,RVO,15,10,10,20,20,2,37.1,696,1,7.7,1,0,0,0,0
LookAhead,Primitive,RVO,16,10,10,20,20,2,9.8,220,1,7.2,0,0,1,0,0
LookAhead,Primitive,RVO,17,10,10,20,20,2,37.1,704,0,,1,0,0,0,0
LookAhead,Primitive,RVO,18,10,10,20,20,2,38.6,720,5,8.22,1,0,0,0,0
LookAhead,Primitive,RVO,19,10,10,20,20,2,39.1,701,4,7.75,1,0,0,0,0
LookAhead,Primitive,RVO,20,10,10,20,20,2,37.3,683,2,5.25,1,0,0,0,0
LookAhead,Primitive,RVO,21,10,10,20,20,2,37.2,747,3,9.2,1,0,0,0,0
LookAhead,Primitive,RVO,22,10,10,20,20,2,14.1,281,2,3.7,0,0,1,0,1
LookAhead,Primitive,RVO,23,10,10,20,20,2,16.8,341,2,1.35,0,0,0,0,1
LookAhead,Primitive,RVO,24,10,10,20,20,2,33.5,666,3,7.1000000000000005,0,0,1,0,0
LookAhead,Primitive,RVO,25,10,10,20,20,2,43.1,833,4,8.325000000000001,1,0,0,0,0
LookAhead,Primitive,RVO,26,10,10,20,20,2,36.7,738,2,9.95,1,0,0,0,0
LookAhead,Primitive,RVO,27,10,10,20,20,2,40.1,784,4,8.75,1,0,0,0,0
LookAhead,Primitive,RVO,28,10,10,20,20,2,40.400000000000006,710,6,8.4,1,0,0,0,0
LookAhead,Primitive,RVO,29,10,10,20,20,2,35.5,735,1,8.8,1,0,0,0,0
LookAhead,Primitive,RVO,30,10,10,20,20,2,38.0,768,3,8.933333333333334,1,0,0,0,0
LookAhead,Primitive,RVO,31,10,10,20,20,2,38.3,780,5,8.040000000000001,1,0,0,0,0
LookAhead,Primitive,RVO,32,10,10,20,20,2,12.6,271,1,0.6000000000000001,0,0,1,0,0
LookAhead,Primitive,RVO,33,10,10,20,20,2,36.1,685,3,8.133333333333335,1,0,0,0,0
LookAhead,Primitive,RVO,34,10,10,20,20,2,37.2,698,4,8.175,1,0,0,0,0
LookAhead,Primitive,RVO,35,10,10,20,20,2,38.0,713,4,7.300000000000001,1,0,0,0,0
LookAhead,Primitive,RVO,36,10,10,20,20,2,1.2000000000000002,59,1,0.8,0,0,0,0,1
LookAhead,Primitive,RVO,37,10,10,20,20,2,1.3,57,1,1.3,0,0,1,0,1
LookAhead,Primitive,RVO,38,10,10,20,20,2,0.2,33,1,0.2,0,0,1,0,0
LookAhead,Primitive,RVO,39,10,10,20,20,2,31.8,616,3,8.466666666666667,0,1,0,0,0
LookAhead,Primitive,RVO,40,10,10,20,20,2,20.6,406,3,4.466666666666667,0,0,0,0,1
LookAhead,Primitive,RVO,41,10,10,20,20,2,39.7,756,6,7.5,1,0,0,0,0
LookAhead,Primitive,RVO,42,10,10,20,20,2,37.3,697,3,5.733333333333334,1,0,0,0,0
LookAhead,Primitive,RVO,43,10,10,20,20,2,37.4,738,3,9.333333333333334,1,0,0,0,0
LookAhead,Primitive,RVO,44,10,10,20,20,2,38.6,749,3,6.833333333333333,1,0,0,0,0
LookAhead,Primitive,RVO,45,10,10,20,20,2,41.3,778,5,9.14,1,0,0,0,0
LookAhead,Primitive,RVO,46,10,10,20,20,2,38.6,720,3,6.133333333333334,1,0,0,0,0
LookAhead,Primitive,RVO,47,10,10,20,20,2,44.900000000000006,818,6,8.750000000000002,1,0,0,0,0
LookAhead,Primitive,RVO,48,10,10,20,20,2,36.5,762,7,8.371428571428572,0,0,1,0,0
LookAhead,Primitive,RVO,49,10,10,20,20,2,25.6,488,0,,0,0,1,0,0
LookAhead,Primitive,RVO,50,10,10,20,20,2,36.0,697,1,7.4,1,0,0,0,0
LookAhead,Primitive,RVO,51,10,10,20,20,2,9.8,217,1,9.8,0,0,1,0,0
LookAhead,Primitive,RVO,52,10,10,20,20,2,38.900000000000006,764,5,8.5,1,0,0,0,0
LookAhead,Primitive,RVO,53,10,10,20,20,2,42.8,786,3,6.633333333333334,1,0,0,0,0
LookAhead,Primitive,RVO,54,10,10,20,20,2,38.900000000000006,712,4,6.875,1,0,0,0,0
LookAhead,Primitive,RVO,55,10,10,20,20,2,29.1,538,2,1.6,0,0,0,0,1
LookAhead,Primitive,RVO,56,10,10,20,20,2,37.2,713,2,7.2,1,0,0,0,0
LookAhead,Primitive,RVO,57,10,10,20,20,2,1.4,67,1,0.4,0,0,1,0,0
LookAhead,Primitive,RVO,58,10,10,20,20,2,41.5,766,4,8.9,1,0,0,0,0
LookAhead,Primitive,RVO,59,10,10,20,20,2,26.700000000000003,580,4,7.025,0,0,1,0,0
LookAhead,Primitive,RVO,0,10,10,20,40,2,23.6,759,2,3.9,1,0,0,0,0
LookAhead,Primitive,RVO,1,10,10,20,40,2,22.3,742,4,7.1000000000000005,1,0,0,0,0
LookAhead,Primitive,RVO,2,10,10,20,40,2,21.5,668,2,6.050000000000001,1,0,0,0,0
LookAhead,Primitive,RVO,3,10,10,20,40,2,27.0,767,4,6.425,1,0,0,0,0
LookAhead,Primitive,RVO,4,10,10,20,40,2,21.5,713,4,6.1000000000000005,1,0,0,0,0
LookAhead,Primitive,RVO,5,10,10,20,40,2,21.5,720,0,,1,0,0,0,0
LookAhead,Primitive,RVO,6,10,10,20,40,2,21.5,712,2,4.0,1,0,0,0,0
LookAhead,Primitive,RVO,7,10,10,20,40,2,1.9,85,1,1.9,0,0,0,0,1
LookAhead,Primitive,RVO,8,10,10,20,40,2,25.4,756,2,3.35,1,0,0,0,0
LookAhead,Primitive,RVO,9,10,10,20,40,2,20.4,709,2,6.6000000000000005,1,0,0,0,0
LookAhead,Primitive,RVO,10,10,10,20,40,2,37.0,940,5,7.06,1,0,0,0,0
LookAhead,Primitive,RVO,11,10,10,20,40,2,24.200000000000003,806,5,7.380000000000001,1,0,0,0,0
