Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
NoControl,Jerk_Primitive,RVO,0,10,10,20,20,0,30.3,1056,5,15.080000000000002,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,1,10,10,20,20,0,29.700000000000003,1023,5,11.3,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,2,10,10,20,20,0,29.6,1035,2,7.950000000000001,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,3,10,10,20,20,0,29.3,1022,3,13.333333333333334,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,4,10,10,20,20,0,29.3,1008,5,8.959999999999999,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,5,10,10,20,20,0,29.200000000000003,1016,5,12.34,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,6,10,10,20,20,0,18.7,677,3,4.266666666666667,0,0,0,0,1
NoControl,Jerk_Primitive,RVO,7,10,10,20,20,0,29.9,1031,6,14.716666666666663,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,8,10,10,20,20,0,29.6,1032,4,17.950000000000003,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,9,10,10,20,20,0,29.700000000000003,1021,5,15.2,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,10,10,10,20,20,0,29.700000000000003,1024,6,10.85,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,11,10,10,20,20,0,30.0,1027,6,20.666666666666668,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,12,10,10,20,20,0,5.1000000000000005,258,2,4.050000000000001,0,0,0,0,1
NoControl,Jerk_Primitive,RVO,13,10,10,20,20,0,29.200000000000003,1013,4,14.1,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,14,10,10,20,20,0,29.3,986,9,14.61111111111111,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,15,10,10,20,20,0,29.8,1035,3,12.733333333333334,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,16,10,10,20,20,0,29.9,1034,7,10.314285714285717,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,17,10,10,20,20,0,30.1,1068,3,9.533333333333331,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,18,10,10,20,20,0,29.3,1038,8,13.7875,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,19,10,10,20,20,0,30.4,1034,4,12.025,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,20,10,10,20,20,0,29.200000000000003,1014,5,9.16,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,21,10,10,20,20,0,29.3,1040,5,12.74,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,22,10,10,20,20,0,30.3,1043,5,9.9,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,23,10,10,20,20,0,16.5,635,3,5.166666666666667,0,0,0,0,1
NoControl,Jerk_Primitive,RVO,24,10,10,20,20,0,29.200000000000003,1029,4,5.75,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,25,10,10,20,20,0,29.200000000000003,1021,7,16.02857142857143,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,26,10,10,20,20,0,29.4,1032,4,16.85,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,27,10,10,20,20,0,30.200000000000003,1072,5,11.28,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,28,10,10,20,20,0,29.6,1069,7,8.000000000000002,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,29,10,10,20,20,0,29.200000000000003,1028,2,7.9,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,30,10,10,20,20,0,29.6,1048,6,11.316666666666668,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,31,10,10,20,20,0,29.3,1028,6,14.1,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,32,10,10,20,20,0,29.200000000000003,1018,6,12.516666666666667,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,33,10,10,20,20,0,29.3,990,4,11.5,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,34,10,10,20,20,0,29.700000000000003,1030,5,11.900000000000002,1,0,0,0,0
NoControl,Jerk_Primitive,RVO,35,10,10,20,20,0,29.3,989,5,9.74,1,0,0,0,0
