,Method,Planner,depth var,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Total samples,Success,Static Collision,Dynamic Collision,Dead Lock,Success rate,Tracked agents,Tracked time,velocity ratio
214,Owl,Jerk_Primitive,0,20,0,60,60.0,0,7560,4005,7,3548,0,0.5297619047619048,24081,52972.600000000006,1.0
215,Owl,MPC,0,20,0,60,60.0,0,4320,1144,4,3102,70,0.2810185185185185,11722,22924.7,1.0
216,Owl,Primitive,0,30,0,20,20.0,0,8640,3777,3,3530,1330,0.591087962962963,63276,431343.0,1.0
217,Owl,Jerk_Primitive,0,30,0,20,20.0,0,7560,4257,0,2798,505,0.6298941798941798,54279,355294.20000000007,1.0
218,Owl,MPC,0,30,0,20,20.0,0,4320,1897,0,2197,226,0.4914351851851852,30469,224954.40000000002,1.0
219,Owl,Primitive,0,30,0,40,20.0,0,8640,470,0,5957,2213,0.3105324074074074,41195,134928.80000000002,2.0
220,Owl,Jerk_Primitive,0,30,0,40,20.0,0,7560,1227,0,6065,268,0.19775132275132276,42662,156453.1,2.0
221,Owl,MPC,0,30,0,40,20.0,0,4320,591,0,3640,89,0.1574074074074074,24558,91264.6,2.0
222,Owl,Primitive,0,30,0,60,20.0,0,8639,101,4,7097,1437,0.1780298645676583,33490,72939.0,3.0
223,Owl,Jerk_Primitive,0,30,0,60,20.0,0,7560,305,0,7055,200,0.0667989417989418,31459,72025.70000000001,3.0
224,Owl,MPC,0,30,0,60,20.0,0,4320,207,0,4076,37,0.05648148148148148,20118,48284.3,3.0
225,Owl,Primitive,0,30,0,20,40.0,0,8640,4646,2,2934,1058,0.6601851851851852,63351,385768.4,0.5
226,Owl,Jerk_Primitive,0,30,0,20,40.0,0,7560,5624,5,1896,35,0.7485449735449735,44396,196243.6,0.5
227,Owl,MPC,0,30,0,20,40.0,0,4320,2032,0,2072,216,0.5203703703703704,24229,130479.1,0.5
228,Owl,Primitive,0,30,0,40,40.0,0,8640,1242,0,5379,2019,0.37743055555555555,43893,148208.9,1.0
229,Owl,Jerk_Primitive,0,30,0,40,40.0,0,7560,4007,22,3517,14,0.5318783068783068,40034,133505.6,1.0
230,Owl,MPC,0,30,0,40,40.0,0,4320,1247,0,2948,125,0.3175925925925926,19553,60390.2,1.0
231,Owl,Primitive,0,30,0,60,40.0,0,8640,351,8,7055,1226,0.18252314814814816,34694,75775.2,1.5
232,Owl,Jerk_Primitive,0,30,0,60,40.0,0,7560,2282,16,5255,7,0.30277777777777776,35817,87580.8,1.5
233,Owl,MPC,0,30,0,60,40.0,0,4320,583,0,3671,66,0.1502314814814815,16517,33724.50000000001,1.5
234,Owl,Primitive,0,30,0,20,60.0,0,8640,4645,50,3419,526,0.5984953703703704,48078,199945.80000000002,0.33
235,Owl,Jerk_Primitive,0,30,0,20,60.0,0,7560,4924,13,2617,6,0.6521164021164021,35607,111780.00000000001,0.33
236,Owl,MPC,0,30,0,20,60.0,0,4320,1287,15,2888,130,0.3280092592592593,16710,55915.0,0.33
237,Owl,Primitive,0,30,0,40,60.0,0,8640,2246,26,5928,440,0.3108796296296296,36805,97537.80000000002,0.67
238,Owl,Jerk_Primitive,0,30,0,40,60.0,0,7560,4043,19,3495,3,0.5351851851851852,33332,84596.6,0.67
239,Owl,MPC,0,30,0,40,60.0,0,4320,921,4,3297,98,0.23587962962962963,14388,30731.800000000003,0.67
240,Owl,Primitive,0,30,0,60,60.0,0,8640,1186,25,7063,366,0.17962962962962964,31945,62736.0,1.0
241,Owl,Jerk_Primitive,0,30,0,60,60.0,0,7560,3008,20,4532,0,0.3978835978835979,31244,65289.8,1.0
242,Owl,MPC,0,30,0,60,60.0,0,4320,626,4,3636,54,0.1574074074074074,14102,24364.9,1.0
243,LookGoal,Primitive,0,10,0,20,20.0,0,4320,3472,0,746,102,0.8273148148148148,10346,85397.6,1.0
244,LookGoal,Primitive,0,10,0,40,20.0,0,4320,1457,0,2068,795,0.5212962962962963,11865,50179.00000000001,2.0
245,LookGoal,Primitive,0,10,0,60,20.0,0,4320,775,0,2878,667,0.3337962962962963,12645,36970.2,3.0
246,LookGoal,Primitive,0,10,0,20,40.0,0,4320,3834,1,350,135,0.91875,9753,68226.70000000001,0.5
247,LookGoal,Primitive,0,10,0,40,40.0,0,4320,2221,0,1311,788,0.6965277777777777,10622,43604.100000000006,1.0
248,LookGoal,Primitive,0,10,0,60,40.0,0,4320,1274,0,2659,387,0.38449074074074074,11148,30694.0,1.5
249,LookGoal,Primitive,0,10,0,20,60.0,0,4320,3892,18,340,70,0.9171296296296296,9039,42426.1,0.33
250,LookGoal,Primitive,0,10,0,40,60.0,0,4320,2957,11,1269,83,0.7037037037037037,8668,28469.600000000006,0.67
251,LookGoal,Primitive,0,10,0,60,60.0,0,4320,2117,15,2113,75,0.5074074074074074,8975,21384.6,1.0
252,LookGoal,Primitive,0,20,0,20,20.0,0,4320,2596,2,1487,235,0.6553240740740741,19054,147252.0,1.0
253,LookGoal,Primitive,0,20,0,40,20.0,0,4320,471,0,2602,1247,0.3976851851851852,15863,56552.0,2.0
254,LookGoal,Primitive,0,20,0,60,20.0,0,4320,146,0,3388,786,0.21574074074074073,15085,36129.700000000004,3.0
255,LookGoal,Primitive,0,20,0,20,40.0,0,4320,3185,4,801,330,0.8136574074074074,19539,137535.19999999998,0.5
256,LookGoal,Primitive,0,20,0,40,40.0,0,4320,1099,3,2033,1185,0.5287037037037037,17128,62684.5,1.0
257,LookGoal,Primitive,0,20,0,60,40.0,0,4320,342,0,3373,605,0.21921296296296297,14588,33470.0,1.5
258,LookGoal,Primitive,0,20,0,20,60.0,0,4320,3304,23,764,229,0.8178240740740741,17715,84879.0,0.33
259,LookGoal,Primitive,0,20,0,40,60.0,0,4320,1807,18,2221,274,0.48171296296296295,15204,45435.40000000001,0.67
260,LookGoal,Primitive,0,20,0,60,60.0,0,4320,1058,20,3113,129,0.2747685185185185,13405,28028.800000000003,1.0
261,LookGoal,Primitive,0,30,0,20,20.0,0,4320,1861,0,2055,404,0.5243055555555556,25769,188893.7,1.0
262,LookGoal,Primitive,0,30,0,40,20.0,0,4320,224,0,2837,1259,0.34328703703703706,18931,61315.1,2.0
263,LookGoal,Primitive,0,30,0,60,20.0,0,4320,43,0,3446,831,0.2023148148148148,16851,35691.9,3.0
264,LookGoal,Primitive,0,30,0,20,40.0,0,4320,2559,3,1308,450,0.6965277777777777,28105,196248.30000000002,0.5
265,LookGoal,Primitive,0,30,0,40,40.0,0,4320,474,2,2559,1285,0.40717592592592594,19974,64187.1,1.0
266,LookGoal,Primitive,0,30,0,60,40.0,0,4320,122,2,3539,657,0.18032407407407408,16932,34295.100000000006,1.5
267,LookGoal,Primitive,0,30,0,20,60.0,0,4320,2840,42,1081,357,0.7400462962962963,25373,125841.20000000001,0.33
268,LookGoal,Primitive,0,30,0,40,60.0,0,4320,1174,24,2817,305,0.3423611111111111,19480,55316.700000000004,0.67
269,LookGoal,Primitive,0,30,0,60,60.0,0,4320,505,15,3618,182,0.15902777777777777,15994,29758.800000000003,1.0
270,Oxford,Primitive,0,10,0,20,20.0,0,4320,3006,0,1121,193,0.7405092592592593,12992,96629.5,1.0
271,Oxford,Primitive,0,10,0,40,20.0,0,4320,1425,0,2316,579,0.4638888888888889,14212,59269.40000000001,2.0
272,Oxford,Primitive,0,10,0,60,20.0,0,4320,801,2,2962,555,0.3138888888888889,13993,41008.600000000006,3.0
273,Oxford,Primitive,0,10,0,20,40.0,0,4320,3296,1,862,161,0.8002314814814815,10322,62437.5,0.5
274,Oxford,Primitive,0,10,0,40,40.0,0,4320,2099,0,1691,530,0.6085648148148148,11215,43409.700000000004,1.0
275,Oxford,Primitive,0,10,0,60,40.0,0,4320,1278,0,2739,303,0.3659722222222222,11526,31992.0,1.5
276,Oxford,Primitive,0,10,0,20,60.0,0,4320,3552,21,679,68,0.8379629629629629,8853,37408.3,0.33
277,Oxford,Primitive,0,10,0,40,60.0,0,4320,2769,10,1471,70,0.6571759259259259,8719,26642.9,0.67
278,Oxford,Primitive,0,10,0,60,60.0,0,4320,2093,19,2143,65,0.49953703703703706,9123,21461.100000000002,1.0
279,Oxford,Primitive,0,20,0,20,20.0,0,4320,2055,2,1862,401,0.5685185185185185,23077,160696.7,1.0
280,Oxford,Primitive,0,20,0,40,20.0,0,4320,488,2,2906,924,0.32685185185185184,18013,63403.6,2.0
281,Oxford,Primitive,0,20,0,60,20.0,0,4320,150,0,3537,633,0.18125,15333,36417.5,3.0
282,Oxford,Primitive,0,20,0,20,40.0,0,4320,2420,1,1599,300,0.6296296296296297,19335,112301.10000000002,0.5
283,Oxford,Primitive,0,20,0,40,40.0,0,4320,987,2,2581,750,0.40208333333333335,17226,59087.2,1.0
284,Oxford,Primitive,0,20,0,60,40.0,0,4320,367,1,3451,501,0.20092592592592592,14608,33125.100000000006,1.5
285,Oxford,Primitive,0,20,0,20,60.0,0,4320,2761,22,1359,178,0.680324074074074,16683,70853.1,0.33
286,Oxford,Primitive,0,20,0,40,60.0,0,4320,1644,9,2517,150,0.4152777777777778,14704,41329.200000000004,0.67
287,Oxford,Primitive,0,20,0,60,60.0,0,4320,1041,16,3143,120,0.26875,13457,27914.200000000004,1.0
288,Oxford,Primitive,0,30,0,20,20.0,0,4320,1337,1,2392,590,0.4460648148148148,29396,190087.7,1.0
289,Oxford,Primitive,0,30,0,40,20.0,0,4320,191,1,3242,886,0.24930555555555556,19997,62683.0,2.0
290,Oxford,Primitive,0,30,0,60,20.0,0,4320,33,0,3621,666,0.16180555555555556,16601,33990.4,3.0
291,Oxford,Primitive,0,30,0,20,40.0,0,4320,1747,3,2161,409,0.49907407407407406,25419,144467.2,0.5
292,Oxford,Primitive,0,30,0,40,40.0,0,4320,459,2,2989,870,0.3076388888888889,19110,58334.90000000001,1.0
293,Oxford,Primitive,0,30,0,60,40.0,0,4320,140,3,3670,507,0.14976851851851852,15977,31753.800000000003,1.5
294,Oxford,Primitive,0,30,0,20,60.0,0,4320,2184,39,1854,243,0.5618055555555556,23035,99113.5,0.33
295,Oxford,Primitive,0,30,0,40,60.0,0,4320,1017,14,3074,215,0.2851851851851852,18224,47108.50000000001,0.67
296,Oxford,Primitive,0,30,0,60,60.0,0,4320,514,19,3634,153,0.15439814814814815,15887,29556.600000000002,1.0
