Method,Planner,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
NoControl,Primitive,0,10,10,20,60,5,11.8,1057,1,8.0,1,0,0,0,0
NoControl,Primitive,1,10,10,20,60,5,5.5,505,2,2.1,0,0,1,0,0
NoControl,Primitive,2,10,10,20,60,5,6.2,556,2,1.4500000000000002,0,0,1,0,0
NoControl,Primitive,3,10,10,20,60,5,6.9,624,2,1.0,0,0,1,0,0
NoControl,Primitive,4,10,10,20,60,5,15.7,1049,7,7.457142857142857,1,0,0,0,0
NoControl,Primitive,5,10,10,20,60,5,12.5,1052,4,5.7250000000000005,1,0,0,0,0
NoControl,Primitive,6,10,10,20,60,5,12.5,1073,3,4.266666666666667,1,0,0,0,0
NoControl,Primitive,7,10,10,20,60,5,1.5,156,1,1.5,0,0,1,0,0
NoControl,Primitive,8,10,10,20,60,5,12.6,1024,2,5.300000000000001,1,0,0,0,0
NoControl,Primitive,9,10,10,20,60,5,12.6,1112,5,4.9,1,0,0,0,0
NoControl,Primitive,10,10,10,20,60,5,8.4,755,3,3.5666666666666664,0,0,1,0,0
NoControl,Primitive,11,10,10,20,60,5,16.900000000000002,1101,7,8.9,1,0,0,0,0
NoControl,Primitive,12,10,10,20,60,5,13.2,1130,7,4.8,1,0,0,0,0
NoControl,Primitive,13,10,10,20,60,5,16.3,1109,5,7.06,1,0,0,0,0
NoControl,Primitive,14,10,10,20,60,5,9.4,726,5,5.26,0,0,1,0,1
NoControl,Primitive,15,10,10,20,60,5,12.5,1064,2,5.45,1,0,0,0,0
NoControl,Primitive,16,10,10,20,60,5,12.6,1034,7,6.785714285714287,1,0,0,0,0
NoControl,Primitive,17,10,10,20,60,5,18.7,1151,4,8.875000000000002,1,0,0,0,0
NoControl,Primitive,18,10,10,20,60,5,12.5,1070,5,7.1800000000000015,1,0,0,0,0
NoControl,Primitive,19,10,10,20,60,5,12.1,1031,3,6.966666666666668,1,0,0,0,0
NoControl,Primitive,20,10,10,20,60,5,11.7,1010,5,5.640000000000001,1,0,0,0,0
NoControl,Primitive,21,10,10,20,60,5,14.3,1044,2,3.1000000000000005,1,0,0,0,0
NoControl,Primitive,22,10,10,20,60,5,13.9,1102,4,7.000000000000001,1,0,0,0,0
NoControl,Primitive,23,10,10,20,60,5,14.1,1027,5,5.140000000000001,1,0,0,0,0
NoControl,Primitive,24,10,10,20,60,5,4.0,333,3,1.8,0,0,1,0,0
NoControl,Primitive,25,10,10,20,60,5,12.7,1059,5,6.48,1,0,0,0,0
NoControl,Primitive,26,10,10,20,60,5,2.2,189,1,2.2,0,0,1,0,0
NoControl,Primitive,27,10,10,20,60,5,2.9000000000000004,259,1,1.3,0,0,1,0,0
NoControl,Primitive,28,10,10,20,60,5,13.8,1171,5,5.88,1,0,0,0,0
NoControl,Primitive,29,10,10,20,60,5,11.2,999,1,9.1,1,0,0,0,0
NoControl,Primitive,30,10,10,20,60,5,13.3,1085,4,5.775,1,0,0,0,0
NoControl,Primitive,31,10,10,20,60,5,3.1,277,2,2.2,0,0,1,0,0
NoControl,Primitive,32,10,10,20,60,5,11.7,1014,1,7.9,1,0,0,0,0
NoControl,Primitive,33,10,10,20,60,5,11.6,1010,4,4.775,1,0,0,0,0
NoControl,Primitive,34,10,10,20,60,5,13.6,1147,7,7.342857142857143,1,0,0,0,0
NoControl,Primitive,35,10,10,20,60,5,2.0,188,1,2.0,0,0,1,0,0
NoControl,Primitive,36,10,10,20,60,5,1.0,116,1,1.0,0,0,0,0,1
