Method,Planner,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
NoControl,Primitive,0,10,10,20,20,2,38.8,1095,6,11.983333333333334,1,0,0,0,0
NoControl,Primitive,1,10,10,20,20,2,38.8,1047,6,9.8,1,0,0,0,0
NoControl,Primitive,2,10,10,20,20,2,32.2,916,4,5.750000000000001,0,0,0,0,1
NoControl,Primitive,3,10,10,20,20,2,37.1,1041,3,9.633333333333336,1,0,0,0,0
NoControl,Primitive,4,10,10,20,20,2,39.0,1057,5,9.14,1,0,0,0,0
NoControl,Primitive,5,10,10,20,20,2,28.9,824,4,7.324999999999999,0,0,0,0,1
NoControl,Primitive,6,10,10,20,20,2,36.6,1055,6,8.383333333333333,1,0,0,0,0
NoControl,Primitive,7,10,10,20,20,2,39.400000000000006,1076,4,11.475,1,0,0,0,0
NoControl,Primitive,8,10,10,20,20,2,16.0,498,4,5.675000000000001,0,0,1,0,1
NoControl,Primitive,9,10,10,20,20,2,37.6,1054,4,14.0,1,0,0,0,0
NoControl,Primitive,10,10,10,20,20,2,38.0,1030,7,11.642857142857142,1,0,0,0,0
NoControl,Primitive,11,10,10,20,20,2,39.1,1076,8,14.85,1,0,0,0,0
NoControl,Primitive,12,10,10,20,20,2,5.1000000000000005,210,2,3.75,0,0,0,0,1
NoControl,Primitive,13,10,10,20,20,2,37.3,1030,3,17.933333333333334,1,0,0,0,0
NoControl,Primitive,14,10,10,20,20,2,37.8,1079,7,13.842857142857143,1,0,0,0,0
NoControl,Primitive,15,10,10,20,20,2,36.9,1047,3,10.833333333333334,1,0,0,0,0
NoControl,Primitive,16,10,10,20,20,2,9.6,333,3,3.866666666666667,0,0,0,0,1
NoControl,Primitive,17,10,10,20,20,2,37.1,1054,5,7.859999999999999,1,0,0,0,0
NoControl,Primitive,18,10,10,20,20,2,37.4,1072,8,10.7875,1,0,0,0,0
NoControl,Primitive,19,10,10,20,20,2,39.1,1040,5,10.32,1,0,0,0,0
NoControl,Primitive,20,10,10,20,20,2,37.3,1019,5,8.959999999999999,1,0,0,0,0
NoControl,Primitive,21,10,10,20,20,2,37.5,1056,4,12.375,1,0,0,0,0
NoControl,Primitive,22,10,10,20,20,2,13.7,427,2,6.3500000000000005,0,0,1,0,0
NoControl,Primitive,23,10,10,20,20,2,17.1,515,2,1.65,0,0,0,0,1
NoControl,Primitive,24,10,10,20,20,2,43.400000000000006,1101,6,9.983333333333333,1,0,0,0,0
NoControl,Primitive,25,10,10,20,20,2,2.6,169,1,2.6,0,0,1,0,0
NoControl,Primitive,26,10,10,20,20,2,35.4,1051,5,10.76,1,0,0,0,0
NoControl,Primitive,27,10,10,20,20,2,24.8,750,5,8.180000000000001,0,0,0,0,1
NoControl,Primitive,28,10,10,20,20,2,41.400000000000006,1127,8,11.7625,1,0,0,0,0
NoControl,Primitive,29,10,10,20,20,2,35.5,1045,2,11.9,1,0,0,0,0
NoControl,Primitive,30,10,10,20,20,2,37.0,1096,6,9.983333333333334,1,0,0,0,0
NoControl,Primitive,31,10,10,20,20,2,38.6,1041,5,14.74,1,0,0,0,0
NoControl,Primitive,32,10,10,20,20,2,23.4,693,3,8.866666666666667,0,0,0,0,1
NoControl,Primitive,33,10,10,20,20,2,34.7,1015,5,8.620000000000001,1,0,0,0,0
NoControl,Primitive,34,10,10,20,20,2,37.0,1043,6,11.133333333333336,1,0,0,0,0
NoControl,Primitive,35,10,10,20,20,2,37.7,1038,6,7.9333333333333345,1,0,0,0,0
NoControl,Primitive,36,10,10,20,20,2,0.9,102,1,0.9,0,0,0,0,1
NoControl,Primitive,37,10,10,20,20,2,1.2000000000000002,106,2,1.2000000000000002,0,0,0,0,1
