Method,Planner,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
NoControl,Primitive,30,10,10,20,20,5,38.5,1067,6,10.233333333333334,1,0,0,0,0
NoControl,Primitive,31,10,10,20,20,5,36.9,1045,7,12.414285714285716,1,0,0,0,0
NoControl,Primitive,32,10,10,20,20,5,39.1,1024,4,12.275,1,0,0,0,0
NoControl,Primitive,33,10,10,20,20,5,34.7,1018,5,8.48,1,0,0,0,0
NoControl,Primitive,34,10,10,20,20,5,37.2,1053,6,11.016666666666666,1,0,0,0,0
NoControl,Primitive,35,10,10,20,20,5,38.7,1025,5,9.04,1,0,0,0,0
NoControl,Primitive,36,10,10,20,20,5,1.0,108,1,1.0,0,0,0,0,1
NoControl,Primitive,37,10,10,20,20,5,1.3,110,2,1.3,0,0,1,0,1
NoControl,Primitive,38,10,10,20,20,5,0.2,80,2,0.15,0,0,1,0,0
NoControl,Primitive,39,10,10,20,20,5,3.3000000000000003,173,2,1.7000000000000002,0,0,0,0,1
NoControl,Primitive,40,10,10,20,20,5,22.1,656,5,5.0,0,0,0,0,1
NoControl,Primitive,41,10,10,20,20,5,39.6,1071,8,9.8875,1,0,0,0,0
NoControl,Primitive,42,10,10,20,20,5,39.6,1044,6,9.583333333333334,1,0,0,0,0
NoControl,Primitive,43,10,10,20,20,5,36.5,1032,7,9.085714285714284,1,0,0,0,0
NoControl,Primitive,44,10,10,20,20,5,39.6,1102,6,6.583333333333333,1,0,0,0,0
NoControl,Primitive,45,10,10,20,20,5,18.3,551,2,6.449999999999999,0,0,0,0,1
NoControl,Primitive,46,10,10,20,20,5,39.1,1052,5,10.12,1,0,0,0,0
NoControl,Primitive,47,10,10,20,20,5,38.2,1079,6,8.066666666666668,1,0,0,0,0
NoControl,Primitive,48,10,10,20,20,5,39.3,1080,8,11.1375,1,0,1,0,0
NoControl,Primitive,49,10,10,20,20,5,45.3,1034,4,13.275,1,0,0,0,0
NoControl,Primitive,50,10,10,20,20,5,36.0,1008,2,5.1,1,0,0,0,0
NoControl,Primitive,51,10,10,20,20,5,35.4,1031,9,4.888888888888889,0,0,1,0,0
NoControl,Primitive,52,10,10,20,20,5,39.1,1057,5,11.46,1,0,0,0,0
