Method,Planner,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
LookAhead,Jerk_Primitive,0,10,10,20,20,5,29.700000000000003,733,1,3.8,1,0,0,0,0
LookAhead,Jerk_Primitive,1,10,10,20,20,5,29.700000000000003,704,5,6.4,1,0,0,0,0
LookAhead,Jerk_Primitive,2,10,10,20,20,5,29.6,683,1,7.0,1,0,0,0,0
LookAhead,Jerk_Primitive,3,10,10,20,20,5,29.200000000000003,723,3,7.833333333333333,1,0,0,0,0
LookAhead,Jerk_Primitive,4,10,10,20,20,5,29.6,720,3,6.4,1,0,0,0,0
LookAhead,Jerk_Primitive,5,10,10,20,20,5,29.200000000000003,713,2,4.65,1,0,0,0,0
LookAhead,Jerk_Primitive,6,10,10,20,20,5,18.7,457,2,4.4,0,0,0,0,1
LookAhead,Jerk_Primitive,7,10,10,20,20,5,29.700000000000003,718,3,6.3,1,0,0,0,0
LookAhead,Jerk_Primitive,8,10,10,20,20,5,30.3,748,2,7.5,1,0,0,0,0
LookAhead,Jerk_Primitive,9,10,10,20,20,5,29.6,712,5,7.040000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,10,10,10,20,20,5,30.4,730,4,5.025,1,0,0,0,0
LookAhead,Jerk_Primitive,11,10,10,20,20,5,29.8,686,4,9.075,1,0,0,0,0
LookAhead,Jerk_Primitive,12,10,10,20,20,5,4.800000000000001,138,2,3.8000000000000007,0,0,1,0,0
LookAhead,Jerk_Primitive,13,10,10,20,20,5,29.200000000000003,700,1,7.7,1,0,0,0,0
LookAhead,Jerk_Primitive,14,10,10,20,20,5,30.4,716,5,8.2,1,0,0,0,0
LookAhead,Jerk_Primitive,15,10,10,20,20,5,29.8,707,0,,1,0,0,0,0
LookAhead,Jerk_Primitive,16,10,10,20,20,5,29.6,717,5,4.880000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,17,10,10,20,20,5,27.9,716,0,,0,0,1,0,0
LookAhead,Jerk_Primitive,18,10,10,20,20,5,29.3,715,7,7.514285714285714,1,0,0,0,0
LookAhead,Jerk_Primitive,19,10,10,20,20,5,29.6,705,2,6.2,1,0,0,0,0
LookAhead,Jerk_Primitive,20,10,10,20,20,5,29.200000000000003,692,3,4.833333333333333,1,0,0,0,0
LookAhead,Jerk_Primitive,21,10,10,20,20,5,30.3,755,4,7.300000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,22,10,10,20,20,5,12.1,327,3,4.4,0,0,1,0,0
