Method,Planner,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
Owl,Primitive,0,10,10,20,20,2,39.6,900,6,10.933333333333335,1,0,0,0,0
Owl,Primitive,1,10,10,20,20,2,39.3,946,5,8.360000000000001,1,0,0,0,0
Owl,Primitive,2,10,10,20,20,2,31.9,809,3,5.9,0,0,1,0,0
Owl,Primitive,3,10,10,20,20,2,37.1,982,2,8.9,1,0,0,0,0
Owl,Primitive,4,10,10,20,20,2,39.8,972,3,8.0,1,0,0,0,0
Owl,Primitive,5,10,10,20,20,2,22.4,589,2,5.15,0,0,0,0,1
Owl,Primitive,6,10,10,20,20,2,37.5,925,4,5.375,1,0,0,0,0
Owl,Primitive,7,10,10,20,20,2,41.0,971,4,9.525,1,0,0,0,0
Owl,Primitive,8,10,10,20,20,2,15.4,423,2,4.1,0,0,0,0,1
Owl,Primitive,9,10,10,20,20,2,37.7,939,4,5.125,1,0,0,0,0
Owl,Primitive,10,10,10,20,20,2,45.900000000000006,933,6,12.633333333333336,1,0,0,0,0
Owl,Primitive,11,10,10,20,20,2,40.400000000000006,951,7,11.071428571428571,1,0,0,0,0
Owl,Primitive,12,10,10,20,20,2,43.3,923,5,8.780000000000001,1,0,0,0,0
Owl,Primitive,13,10,10,20,20,2,37.1,863,3,8.5,1,0,0,0,0
Owl,Primitive,14,10,10,20,20,2,12.1,380,5,5.9,0,0,1,0,0
Owl,Primitive,15,10,10,20,20,2,39.0,946,3,5.1000000000000005,1,0,0,0,0
Owl,Primitive,16,10,10,20,20,2,33.9,879,6,5.75,0,0,0,0,1
Owl,Primitive,17,10,10,20,20,2,42.6,988,4,6.1,1,0,0,0,0
Owl,Primitive,18,10,10,20,20,2,26.5,715,7,5.742857142857143,0,0,1,0,0
Owl,Primitive,19,10,10,20,20,2,38.5,929,4,7.875000000000001,1,0,0,0,0
Owl,Primitive,20,10,10,20,20,2,37.3,954,5,4.54,1,0,0,0,0
Owl,Primitive,21,10,10,20,20,2,23.3,604,5,3.2400000000000007,0,0,1,0,0
Owl,Primitive,22,10,10,20,20,2,14.1,378,2,6.0,0,0,0,0,1
Owl,Primitive,23,10,10,20,20,2,16.900000000000002,471,2,1.25,0,0,0,0,1
Owl,Primitive,24,10,10,20,20,2,32.1,801,3,6.333333333333333,0,0,0,0,1
Owl,Primitive,25,10,10,20,20,2,2.5,113,1,2.5,0,0,1,0,1
Owl,Primitive,26,10,10,20,20,2,15.7,353,3,7.8,0,0,0,0,1
Owl,Primitive,27,10,10,20,20,2,38.8,1037,8,7.775,1,0,0,0,0
Owl,Primitive,28,10,10,20,20,2,40.2,962,7,8.885714285714286,1,0,0,0,0
Owl,Primitive,29,10,10,20,20,2,35.5,980,2,6.6000000000000005,1,0,0,0,0
Owl,Primitive,30,10,10,20,20,2,37.5,871,4,8.8,1,0,0,0,0
Owl,Primitive,31,10,10,20,20,2,27.200000000000003,609,5,6.68,0,0,0,0,1
