Method,Planner,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
LookAhead,Jerk_Primitive,30,5,10,20,20,5,7.2,206,1,3.3000000000000003,0,0,1,0,0
LookAhead,Jerk_Primitive,31,5,10,20,20,5,4.3,134,1,2.5,0,0,0,0,1
LookAhead,Jerk_Primitive,32,5,10,20,20,5,29.200000000000003,697,1,7.6,1,0,0,0,0
LookAhead,Jerk_Primitive,33,5,10,20,20,5,5.2,158,1,3.2,0,0,0,0,1
LookAhead,Jerk_Primitive,34,5,10,20,20,5,29.6,712,4,7.3,1,0,0,0,0
LookAhead,Jerk_Primitive,35,5,10,20,20,5,25.6,613,2,5.65,0,0,1,0,0
LookAhead,Jerk_Primitive,36,5,10,20,20,5,29.700000000000003,716,2,8.45,1,0,0,0,0
LookAhead,Jerk_Primitive,37,5,10,20,20,5,29.3,649,1,4.1000000000000005,1,0,0,0,0
LookAhead,Jerk_Primitive,38,5,10,20,20,5,0.2,33,1,0.2,0,0,1,0,0
LookAhead,Jerk_Primitive,39,5,10,20,20,5,9.8,270,1,2.3000000000000003,0,0,0,0,1
LookAhead,Jerk_Primitive,40,5,10,20,20,5,29.6,708,2,10.2,1,0,0,0,0
LookAhead,Jerk_Primitive,41,5,10,20,20,5,29.6,697,1,20.700000000000003,1,0,0,0,0
LookAhead,Jerk_Primitive,42,5,10,20,20,5,29.3,721,2,7.050000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,43,5,10,20,20,5,29.200000000000003,718,0,,1,0,0,0,0
LookAhead,Jerk_Primitive,44,5,10,20,20,5,17.7,451,1,7.7,0,0,1,0,0
LookAhead,Jerk_Primitive,45,5,10,20,20,5,29.200000000000003,710,0,,1,0,0,0,0
LookAhead,Jerk_Primitive,46,5,10,20,20,5,29.3,696,1,5.0,1,0,0,0,0
LookAhead,Jerk_Primitive,47,5,10,20,20,5,30.9,788,3,8.066666666666666,1,0,0,0,0
LookAhead,Jerk_Primitive,48,5,10,20,20,5,29.200000000000003,717,2,6.700000000000001,1,0,0,0,0
LookAhead,Jerk_Primitive,49,5,10,20,20,5,7.9,229,1,4.0,0,0,1,0,0
LookAhead,Jerk_Primitive,50,5,10,20,20,5,29.3,680,1,5.0,1,0,0,0,0
LookAhead,Jerk_Primitive,51,5,10,20,20,5,29.3,697,2,6.25,1,0,0,0,0
LookAhead,Jerk_Primitive,52,5,10,20,20,5,26.1,602,1,10.0,0,0,0,0,1
LookAhead,Jerk_Primitive,53,5,10,20,20,5,30.3,714,3,6.266666666666667,1,0,0,0,0
