,metric
0,"[9.632083333333345, 8.928541666666694, 8.223125000000023, 8.756250000000032, 8.136458333333367, 7.436041666666687, 7.53125000000002, 7.402500000000019, 6.840833333333348, 8.856250000000033, 7.855208333333354, 7.136041666666682, 7.481666666666685, 6.625625000000017, 6.071666666666675, 5.7150000000000025, 5.4370833333333355, 5.016666666666667, 8.188958333333359, 7.29104166666668, 6.399791666666675, 6.2129166666666675, 5.647083333333341, 4.925624999999996, 4.651874999999995, 4.35625, 4.066875]"
1,"[9.647708333333348, 8.954791666666694, 8.073333333333359, 8.5029166666667, 7.985000000000022, 7.3316666666666865, 7.314166666666688, 7.09270833333335, 6.656458333333346, 8.709583333333361, 7.712083333333356, 6.967708333333351, 6.979583333333348, 6.466875000000005, 5.664583333333343, 5.301666666666672, 5.415625000000008, 4.886875000000001, 8.223541666666696, 7.354791666666682, 6.55041666666668, 6.336666666666676, 5.620208333333337, 5.116874999999999, 4.670208333333338, 4.324375, 4.020625]"
2,"[10.07770833333334, 9.507500000000022, 8.700416666666703, 8.889583333333361, 8.49645833333336, 8.105833333333349, 7.763750000000027, 7.7635416666666925, 7.164791666666687, 8.907500000000027, 7.94416666666669, 7.147500000000014, 7.1566666666666805, 6.761250000000009, 5.998750000000002, 5.5531250000000005, 5.481041666666675, 5.061666666666665, 7.897500000000023, 7.037083333333346, 6.161458333333343, 5.997500000000006, 5.473333333333332, 4.925416666666673, 4.36145833333333, 4.156874999999997, 3.866875000000002]"
3,"[9.851666666666672, 8.886041666666697, 8.398958333333363, 8.740000000000032, 8.320625000000023, 7.762500000000026, 7.579166666666691, 7.268333333333357, 6.904791666666683, 8.584166666666698, 7.768750000000024, 6.946250000000012, 6.971666666666684, 6.4941666666666755, 5.901041666666668, 5.61145833333334, 5.144166666666666, 4.809583333333336, 7.9589583333333564, 7.066875000000021, 6.266458333333339, 6.205000000000011, 5.696458333333335, 5.065416666666665, 4.760208333333333, 4.514791666666667, 4.1277083333333335]"
4,"[9.641666666666687, 8.89437500000003, 8.218958333333356, 8.45375000000003, 8.140416666666686, 7.4852083333333495, 7.601458333333356, 7.321041666666686, 7.039166666666687, 8.706666666666697, 7.8233333333333555, 7.015208333333358, 7.151875000000016, 6.587291666666674, 5.944166666666667, 5.584583333333338, 5.422916666666669, 5.105416666666665, 7.868333333333359, 7.037708333333356, 6.211041666666678, 5.917083333333337, 5.467708333333338, 4.945625000000003, 4.349375000000001, 4.137083333333334, 3.8122916666666637]"
