,metric
0,"[10.482812499999989, 9.64687499999999, 8.356249999999996, 9.701562499999993, 8.376562499999995, 7.385937499999997, 9.153124999999992, 7.860937499999997, 6.654687499999998, 8.992187499999996, 7.862499999999996, 6.568749999999999, 7.812499999999998, 6.298437499999999, 5.003124999999997, 6.756249999999998, 5.273437500000001, 4.284375, 6.749999999999998, 4.885937500000001, 3.9656250000000006, 6.16875, 4.2859375, 3.239062500000001, 4.8453124999999995, 3.6187499999999995, 2.6953124999999996]"
1,"[10.41249999999999, 9.248437499999994, 8.382812499999995, 8.954687499999995, 7.579687499999995, 6.4703125, 8.670312499999998, 7.057812499999997, 5.953125, 8.698437499999992, 6.920312499999999, 5.476562499999998, 7.4421874999999975, 5.746875, 4.36875, 6.562499999999998, 4.5796874999999995, 3.476562500000002, 6.864062499999996, 4.784375000000002, 3.753124999999999, 6.410937499999998, 4.0484375, 2.860937499999999, 4.7953125, 3.0453125, 2.228125]"
2,"[9.645312499999992, 8.171874999999995, 7.1859375, 8.914062499999995, 7.420312499999995, 6.1, 8.259374999999993, 6.548437499999999, 5.3406249999999975, 8.267187499999993, 6.206249999999998, 4.703124999999999, 7.260937499999997, 5.334375000000002, 4.234374999999999, 6.1203125, 4.4125, 3.2, 7.501562499999996, 5.1640625, 3.860937500000001, 6.848437499999998, 4.732812499999999, 3.5265625000000003, 4.9312499999999995, 3.1343749999999986, 2.3453125]"
3,"[10.384374999999991, 9.017187499999995, 8.045312499999994, 9.553124999999994, 8.323437499999997, 7.271874999999997, 8.732812499999994, 7.120312499999998, 5.896874999999997, 8.417187499999994, 6.700000000000001, 5.304687499999997, 7.884374999999998, 5.748437499999999, 4.353125000000001, 6.0062500000000005, 4.15625, 3.0453125000000014, 8.015624999999998, 6.273437499999998, 5.060937499999999, 6.934374999999998, 5.064062499999999, 3.9562500000000007, 5.120312499999998, 3.6953125000000004, 2.567187500000001]"
