Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(25, 250)",6.1000000000000005,232,0,,1,0,0,0,0,1
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(25, 475)",41.0,442,3,9.933333333333334,0,0,1,0,0,3
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(250, 25)",6.2,312,1,0.4,1,0,0,0,0,1
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(250, 250)",7.6,394,2,2.5500000000000003,1,0,0,0,0,1
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(250, 475)",11.6,545,2,4.050000000000001,1,0,0,0,0,1
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(475, 25)",7.800000000000001,368,1,1.5,0,0,1,0,0,3
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(475, 250)",11.6,586,1,8.4,1,0,0,0,0,1
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(475, 475)",18.0,718,5,8.040000000000001,0,0,1,0,0,2
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(25, 25)",1.8,90,0,,0,0,0,0,1,2
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(25, 475)",38.8,243,6,7.7,0,0,0,0,1,2
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(250, 25)",8.0,435,3,1.6,1,0,0,0,0,1
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(250, 250)",5.5,297,1,2.1,1,0,0,0,0,1
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(250, 475)",7.9,371,2,3.2,1,0,0,0,0,1
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(475, 25)",23.4,671,4,7.425000000000001,0,0,1,0,0,3
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(475, 250)",11.7,512,2,6.9,1,0,0,0,0,1
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(475, 475)",64.8,595,8,14.187500000000002,0,0,1,0,0,3
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(25, 25)",1.0,13,0,,0,0,0,0,1,2
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(25, 250)",1.0,13,0,,0,0,0,0,1,2
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(250, 25)",1.0,13,0,,0,0,0,0,1,2
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(250, 250)",1.0,13,0,,0,0,0,0,1,2
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(250, 475)",1.0,13,0,,0,0,0,0,1,2
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(475, 25)",1.0,13,0,,0,0,0,0,1,2
Owl,Jerk_Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(475, 250)",1.0,13,0,,0,0,0,0,1,2
