Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 40)","(460, 460)",14.8,595,3,5.666666666666667,0,0,1,0,0,3
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(40, 40)",14.5,431,1,4.3,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(40, 250)",8.0,314,1,3.6,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(40, 460)",11.9,378,1,10.1,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(250, 40)",8.0,353,1,5.5,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(250, 460)",6.7,271,3,2.6666666666666665,0,0,1,0,0,3
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(460, 40)",14.0,443,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(460, 250)",7.6,314,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(460, 460)",11.7,392,5,4.98,0,0,0,0,1,2
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(40, 40)",17.2,644,3,12.633333333333333,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(40, 250)",10.9,400,1,9.8,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(40, 460)",8.0,218,1,6.9,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(250, 40)",20.1,594,5,9.080000000000002,0,0,1,0,0,3
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(250, 250)",8.0,338,3,1.9666666666666668,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(460, 40)",16.0,595,1,4.0,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(460, 250)",10.3,430,2,7.15,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(460, 460)",17.3,329,5,8.3,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 40)","(40, 40)",16.0,526,1,5.800000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 40)","(40, 250)",17.7,640,2,3.1000000000000005,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 40)","(40, 460)",20.6,725,5,9.48,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 40)","(250, 40)",8.0,310,1,5.800000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 40)","(250, 250)",14.0,454,1,5.5,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 40)","(250, 460)",16.2,590,2,7.35,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 40)","(460, 250)",7.5,303,1,5.300000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 40)","(460, 460)",15.5,513,3,3.9,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 250)","(40, 40)",16.0,598,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 250)","(40, 250)",17.400000000000002,607,2,10.8,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 250)","(40, 460)",25.5,747,5,12.3,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 250)","(250, 40)",14.5,478,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 250)","(250, 250)",8.0,337,2,1.4,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 250)","(250, 460)",10.8,412,3,5.833333333333333,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 250)","(460, 40)",8.0,255,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 250)","(460, 460)",13.6,314,4,5.050000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 460)","(40, 40)",21.4,728,6,12.216666666666669,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 460)","(40, 250)",16.5,623,5,10.96,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 460)","(40, 460)",7.800000000000001,256,3,2.0,0,0,1,0,0,3
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 460)","(250, 40)",8.3,368,5,3.22,0,0,0,0,1,2
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 460)","(250, 250)",10.9,426,5,5.4,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 460)","(250, 460)",10.7,299,3,3.9333333333333336,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 460)","(460, 40)",16.0,445,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,"(460, 460)","(460, 250)",8.0,245,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 40)","(40, 250)",9.8,322,4,3.175,0,0,0,0,1,2
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 40)","(40, 460)",18.3,538,6,4.2,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 40)","(250, 40)",7.6,313,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 40)","(250, 250)",12.6,413,3,4.266666666666667,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 40)","(250, 460)",14.7,593,2,4.5,0,0,1,0,0,3
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 40)","(460, 40)",15.5,522,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 40)","(460, 250)",17.7,687,4,6.6,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 40)","(460, 460)",21.700000000000003,728,4,7.35,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 250)","(40, 40)",8.0,327,3,6.433333333333334,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 250)","(40, 460)",4.9,175,2,2.0,0,0,1,0,0,2
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 250)","(250, 40)",12.5,476,3,7.1000000000000005,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 250)","(250, 250)",8.6,345,3,5.466666666666668,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 250)","(250, 460)",11.7,440,1,9.7,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 250)","(460, 40)",21.0,737,6,9.4,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 250)","(460, 250)",16.2,581,4,8.825000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 250)","(460, 460)",19.1,639,3,10.233333333333334,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 460)","(40, 40)",16.6,543,2,5.75,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 460)","(40, 250)",8.200000000000001,316,2,1.55,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 460)","(250, 40)",18.1,667,2,11.8,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 460)","(250, 250)",13.3,489,4,6.2,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 460)","(250, 460)",13.4,341,1,3.8,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 460)","(460, 40)",22.5,789,6,11.233333333333334,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 460)","(460, 250)",19.1,648,4,7.975000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(40, 460)","(460, 460)",19.1,564,1,5.7,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 40)","(40, 40)",8.0,291,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 40)","(40, 250)",14.0,433,3,6.533333333333334,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 40)","(40, 460)",15.2,570,2,1.0,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 40)","(250, 250)",7.6,304,1,1.9,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 40)","(250, 460)",17.0,574,2,8.700000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 40)","(460, 40)",7.6,289,2,2.75,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 40)","(460, 250)",12.6,396,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 40)","(460, 460)",15.8,587,2,8.700000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(40, 40)",14.5,431,2,4.2,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(40, 250)",8.0,314,4,2.575,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(40, 460)",14.8,408,3,5.400000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(250, 40)",8.0,353,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(250, 460)",7.6,277,2,4.65,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(460, 40)",14.0,443,1,8.0,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(460, 250)",7.6,314,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 250)","(460, 460)",11.4,392,2,8.350000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 460)","(40, 40)",21.6,659,3,9.1,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 460)","(40, 250)",14.1,443,3,7.7,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 460)","(40, 460)",8.0,218,1,3.2,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 460)","(250, 40)",14.5,565,1,12.1,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 460)","(250, 250)",8.0,336,1,5.6000000000000005,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 460)","(460, 40)",19.1,659,4,10.925,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 460)","(460, 250)",14.0,423,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(250, 460)","(460, 460)",13.4,305,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 40)","(40, 40)",19.6,568,2,5.6,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 40)","(40, 250)",16.900000000000002,688,3,5.366666666666667,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 40)","(40, 460)",25.5,849,4,6.725000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 40)","(250, 40)",9.5,378,2,5.6,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 40)","(250, 250)",13.7,513,2,5.25,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 40)","(250, 460)",22.700000000000003,684,4,8.25,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 40)","(460, 250)",8.200000000000001,268,1,5.1000000000000005,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 40)","(460, 460)",16.0,484,2,4.15,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 250)","(40, 40)",16.0,598,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 250)","(40, 250)",16.900000000000002,571,2,8.950000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 250)","(40, 460)",16.7,616,4,8.450000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 250)","(250, 40)",14.5,478,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 250)","(250, 250)",8.5,339,1,4.9,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 250)","(250, 460)",12.8,404,2,4.1000000000000005,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 250)","(460, 40)",4.4,169,2,1.0,0,0,0,0,1,2
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 250)","(460, 460)",7.5,277,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 460)","(40, 40)",22.0,755,3,8.233333333333333,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 460)","(40, 250)",16.0,621,1,4.4,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 460)","(40, 460)",21.200000000000003,478,7,5.342857142857143,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 460)","(250, 40)",17.8,709,3,6.166666666666667,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 460)","(250, 250)",14.5,463,1,0.4,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 460)","(250, 460)",8.0,245,1,4.5,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 460)","(460, 40)",15.7,447,3,6.166666666666667,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,"(460, 460)","(460, 250)",8.0,245,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 40)","(40, 250)",7.6,282,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 40)","(40, 460)",15.5,491,1,8.0,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 40)","(250, 40)",7.6,313,1,1.4,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 40)","(250, 250)",11.9,420,1,6.0,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 40)","(250, 460)",21.1,672,2,12.95,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 40)","(460, 40)",16.2,556,3,4.966666666666668,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 40)","(460, 250)",15.8,625,2,6.65,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 40)","(460, 460)",21.8,717,1,10.4,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 250)","(40, 40)",8.0,327,1,4.0,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 250)","(40, 460)",9.8,337,1,7.4,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 250)","(250, 40)",14.0,477,2,5.85,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 250)","(250, 250)",15.0,424,3,4.733333333333333,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 250)","(250, 460)",13.2,422,4,5.9750000000000005,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 250)","(460, 40)",15.4,612,3,7.533333333333334,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 250)","(460, 250)",18.5,607,2,7.950000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 250)","(460, 460)",15.8,622,1,11.0,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 460)","(40, 40)",16.0,529,2,1.8000000000000005,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 460)","(40, 250)",8.0,312,1,0.1,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 460)","(250, 40)",16.0,647,3,5.666666666666667,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 460)","(250, 250)",16.7,505,3,4.333333333333334,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 460)","(250, 460)",9.5,324,2,2.7,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 460)","(460, 40)",21.700000000000003,735,2,7.9,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 460)","(460, 250)",15.4,600,2,9.25,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(40, 460)","(460, 460)",22.5,523,4,11.775,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 40)","(40, 40)",8.0,291,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 40)","(40, 250)",14.0,433,2,6.95,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 40)","(40, 460)",16.3,615,5,7.88,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 40)","(250, 250)",10.2,328,4,7.300000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 40)","(250, 460)",18.1,556,4,11.975,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 40)","(460, 40)",7.6,291,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 40)","(460, 250)",12.4,445,4,7.824999999999999,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 40)","(460, 460)",19.9,660,4,11.775,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(40, 40)",12.4,482,2,7.250000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(40, 250)",8.0,314,1,4.9,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(40, 460)",14.0,394,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(250, 40)",9.7,415,4,5.5,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(250, 460)",7.6,277,1,2.3000000000000003,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(460, 40)",14.0,443,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(460, 250)",7.6,314,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 250)","(460, 460)",12.9,375,2,5.65,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 460)","(40, 40)",16.0,577,2,3.65,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 460)","(40, 250)",11.7,432,4,4.125000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 460)","(40, 460)",8.0,218,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 460)","(250, 40)",17.3,608,2,8.950000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 460)","(250, 250)",8.0,338,1,2.4000000000000004,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 460)","(460, 40)",20.200000000000003,687,4,5.3500000000000005,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 460)","(460, 250)",14.0,423,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(250, 460)","(460, 460)",13.4,305,1,10.2,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 40)","(40, 40)",16.0,526,1,4.6000000000000005,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 40)","(40, 250)",19.1,675,5,3.7600000000000007,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 40)","(40, 460)",21.6,736,5,8.06,0,0,0,0,1,2
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 40)","(250, 40)",8.6,320,1,4.6000000000000005,0,0,1,0,0,3
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 40)","(250, 250)",14.7,580,4,7.575000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 40)","(250, 460)",15.4,592,2,6.050000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 40)","(460, 250)",7.5,303,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 40)","(460, 460)",15.5,513,0,,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 250)","(40, 40)",6.0,320,3,2.566666666666667,0,0,1,0,0,3
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 250)","(40, 250)",17.8,623,5,9.220000000000002,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 250)","(40, 460)",13.7,540,4,2.9750000000000005,0,0,1,0,0,2
LookAhead,Primitive,CVM,2,10,0,20,40,0,"(460, 250)","(250, 40)",6.0,320,3,2.566666666666667,0,0,1,0,0,3
