Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 40)","(40, 250)",5.2,257,1,2.3000000000000003,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 40)","(40, 460)",10.4,440,1,4.800000000000001,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 40)","(250, 40)",5.2,299,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 40)","(250, 250)",6.9,388,2,2.3,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 40)","(250, 460)",10.5,579,3,3.5666666666666664,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 40)","(460, 40)",10.4,483,1,1.9,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 40)","(460, 250)",10.5,612,1,7.800000000000001,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 40)","(460, 460)",14.4,742,5,5.58,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 250)","(40, 40)",5.2,254,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 250)","(40, 460)",5.2,230,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 250)","(250, 40)",6.9,412,2,4.95,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 250)","(250, 250)",5.2,333,1,4.5,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 250)","(250, 460)",6.9,372,3,3.1666666666666665,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 250)","(460, 40)",11.5,637,2,7.700000000000001,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 250)","(460, 250)",10.4,554,1,7.0,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 250)","(460, 460)",10.9,608,7,5.1,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 460)","(40, 40)",10.4,427,1,3.1,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 460)","(40, 250)",5.1000000000000005,234,1,0.5,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 460)","(250, 40)",10.5,609,1,4.9,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 460)","(250, 250)",6.9,390,2,4.0,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 460)","(250, 460)",6.300000000000001,307,3,3.2,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 460)","(460, 40)",13.9,678,2,7.5,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 460)","(460, 250)",10.5,577,4,7.050000000000001,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(40, 460)","(460, 460)",10.7,504,5,5.680000000000001,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 40)","(40, 40)",5.2,277,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 40)","(40, 250)",6.9,383,1,3.1,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 40)","(40, 460)",10.5,580,1,2.0,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 40)","(250, 250)",5.2,298,1,0.4,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 40)","(250, 460)",10.5,566,3,4.4,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 40)","(460, 40)",5.2,276,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 40)","(460, 250)",6.9,374,1,5.2,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 40)","(460, 460)",10.8,573,2,3.0500000000000003,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(40, 40)",6.9,403,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(40, 250)",5.2,310,1,3.7,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(40, 460)",6.9,362,1,5.800000000000001,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(250, 40)",5.2,344,1,3.2,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(250, 460)",5.2,278,3,2.266666666666667,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(460, 40)",6.9,399,1,4.7,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(460, 250)",5.1000000000000005,311,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(460, 460)",8.1,358,3,4.2,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(40, 40)",10.6,574,2,9.3,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(40, 250)",7.0,382,2,5.7,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(40, 460)",5.2,221,1,4.2,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(250, 40)",10.4,537,2,5.95,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(250, 250)",5.2,332,1,1.7000000000000002,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,0,10,0,20,40,0,"(250, 460)","(460, 40)",10.5,592,3,5.1000000000000005,1,0,0,0,0,1
