Method,Planner,Number of agents,Number of pillars,Agent speed,Drone speed,Steps,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision
Owl,Primitive,5,0,60,20,207,247,3,8.0,0,0,1
Owl,Primitive,5,0,60,20,132,330,3,6.666666666666667,1,0,0
Owl,Primitive,5,0,60,20,225,450,6,7.75,0,0,1
Owl,Primitive,5,0,60,20,9,77,2,6.5,0,0,1
Owl,Primitive,5,0,60,20,132,329,1,2.0,1,0,0
Owl,Primitive,5,0,60,20,134,362,3,15.333333333333334,0,0,1
Owl,Primitive,5,0,60,20,20,100,0,0.0,0,0,1
Owl,Primitive,5,0,60,20,161,428,2,11.0,0,0,1
Owl,Primitive,5,0,60,20,54,155,0,0.0,0,0,1
Owl,Primitive,5,0,60,20,168,380,1,3.0,1,0,0
Owl,Primitive,5,0,60,20,83,34,1,6.0,0,0,1
Owl,Primitive,5,0,60,20,187,560,3,11.333333333333334,0,0,1
Owl,Primitive,5,0,60,20,132,368,2,12.5,1,0,0
Owl,Primitive,5,0,60,20,237,290,0,12.5,1,0,0
Owl,Primitive,5,0,60,20,178,379,1,14.0,0,0,1
Owl,Primitive,5,0,60,20,56,154,1,10.0,0,0,1
Owl,Primitive,5,0,60,20,110,366,3,10.333333333333334,0,0,1
Owl,Primitive,5,0,60,20,132,337,1,18.0,1,0,0
Owl,Primitive,5,0,60,20,44,59,1,15.0,0,0,1
Owl,Jerk_Primitive,5,0,60,20,98,295,2,2.5,1,0,0
Owl,Jerk_Primitive,5,0,60,20,86,193,3,8.4,0,0,1
Owl,Jerk_Primitive,5,0,60,20,19,100,1,5.0,0,0,1
Owl,Jerk_Primitive,5,0,60,20,99,284,3,3.75,1,0,0
Owl,Jerk_Primitive,5,0,60,20,202,377,1,4.4,1,0,0
Owl,Jerk_Primitive,5,0,60,20,250,657,2,7.428571428571429,1,0,0
Owl,Jerk_Primitive,5,0,60,20,191,556,4,7.25,0,0,1
Owl,Jerk_Primitive,5,0,60,20,208,626,4,11.2,1,0,0
Owl,Jerk_Primitive,5,0,60,20,165,405,3,12.857142857142858,1,0,0
Owl,Jerk_Primitive,5,0,60,20,163,290,2,11.333333333333334,0,0,1
Owl,Jerk_Primitive,5,0,60,20,99,315,1,25.0,1,0,0
Owl,Jerk_Primitive,5,0,60,20,210,147,1,3.0,0,0,1
Owl,Jerk_Primitive,5,0,60,20,208,657,6,6.8,1,0,0
Owl,Jerk_Primitive,5,0,60,20,202,488,6,8.235294117647058,1,0,0
Owl,Jerk_Primitive,5,0,60,20,168,415,5,10.095238095238097,1,0,0
Owl,Jerk_Primitive,5,0,60,20,137,297,3,19.0,1,0,0
Owl,MPC,5,0,60,20,21,105,2,12.0,0,0,1
Owl,MPC,5,0,60,20,20,110,2,15.0,0,0,1
Owl,MPC,5,0,60,20,105,295,3,13.333333333333334,0,0,1
Owl,MPC,5,0,60,20,108,317,3,6.333333333333333,1,0,0
Owl,MPC,5,0,60,20,94,238,1,10.75,0,0,1
Owl,MPC,5,0,60,20,28,142,1,10.0,0,0,1
Owl,MPC,5,0,60,20,209,666,2,9.5,1,0,0
Owl,MPC,5,0,60,20,211,535,3,14.571428571428571,1,0,0
