Method,Planner,Motion Profile,Map ID,Agent size,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 40)","(40, 250)",20.6,254,3,4.833333333333333,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 40)","(40, 460)",32.5,460,4,12.0,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 40)","(250, 40)",14.3,300,1,8.1,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 40)","(250, 250)",21.700000000000003,414,3,5.266666666666667,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 40)","(250, 460)",27.1,611,3,7.100000000000001,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 40)","(460, 40)",25.8,501,1,19.6,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 40)","(460, 250)",14.4,376,2,3.7,0,0,1,0,0,3
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 40)","(460, 460)",14.9,366,1,0.3,0,0,1,0,0,2
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 250)","(40, 40)",13.7,325,1,7.5,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 250)","(40, 460)",13.6,227,1,3.5,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 250)","(250, 40)",22.0,447,1,13.9,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 250)","(250, 250)",13.6,340,1,8.5,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 250)","(250, 460)",16.8,394,1,3.5,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 250)","(460, 40)",27.8,625,4,14.95,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 250)","(460, 250)",26.8,558,2,9.65,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 250)","(460, 460)",27.8,586,2,4.6,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 460)","(40, 40)",25.3,498,3,12.833333333333334,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 460)","(40, 250)",13.7,310,3,4.900000000000001,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 460)","(250, 40)",29.5,630,6,11.133333333333333,1,0,0,0,0,1
LookGoal,Primitive,CVM,10,5,10,0,20,20,0,"(40, 460)","(250, 250)",17.900000000000002,417,4,3.225,1,0,0,0,0,1
