Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
NoControl,MPC,CVM,0,10,0,20,20,0,31.0,1048,6,8.3,1,0,0,0,0,1
NoControl,MPC,CVM,1,10,0,20,20,0,30.6,1037,6,12.033333333333337,1,0,0,0,0,1
NoControl,MPC,CVM,2,10,0,20,20,0,34.0,1039,6,10.666666666666666,1,0,0,0,0,1
NoControl,MPC,CVM,3,10,0,20,20,0,31.9,1101,8,12.625,1,0,0,0,0,1
NoControl,MPC,CVM,4,10,0,20,20,0,30.0,1029,6,7.95,1,0,0,0,0,1
NoControl,MPC,CVM,0,10,0,20,40,0,29.3,1182,8,13.325,1,0,0,0,0,1
NoControl,MPC,CVM,1,10,0,20,40,0,20.8,1114,6,11.816666666666668,1,0,0,0,0,1
NoControl,MPC,CVM,2,10,0,20,40,0,16.3,1084,4,6.325000000000001,1,0,0,0,0,1
NoControl,MPC,CVM,3,10,0,20,40,0,13.5,777,1,10.9,0,1,0,0,0,3
NoControl,MPC,CVM,4,10,0,20,40,0,20.1,1052,6,9.7,1,0,0,0,0,1
NoControl,MPC,CVM,0,10,0,20,60,0,19.4,1182,5,9.54,1,0,0,0,0,1
NoControl,MPC,CVM,1,10,0,20,60,0,22.9,1198,5,13.3,1,0,0,0,0,1
NoControl,MPC,CVM,2,10,0,20,60,0,12.8,1029,5,5.04,1,0,0,0,0,1
NoControl,MPC,CVM,3,10,0,20,60,0,13.5,1213,1,11.4,1,0,0,0,0,1
NoControl,MPC,CVM,4,10,0,20,60,0,8.8,866,4,2.6000000000000005,0,0,1,0,0,3
NoControl,MPC,CVM,0,10,0,40,20,0,35.300000000000004,1092,11,7.845454545454547,1,0,0,0,0,1
NoControl,MPC,CVM,1,10,0,40,20,0,29.8,1029,8,8.975000000000001,1,0,0,0,0,1
NoControl,MPC,CVM,2,10,0,40,20,0,34.7,1067,8,9.15,1,0,0,0,0,1
NoControl,MPC,CVM,3,10,0,40,20,0,35.5,1081,12,7.816666666666666,1,0,0,0,0,1
NoControl,MPC,CVM,4,10,0,40,20,0,33.4,1123,10,7.450000000000001,1,0,0,0,0,1
NoControl,MPC,CVM,0,10,0,40,40,0,17.0,1077,6,4.883333333333333,1,0,0,0,0,1
NoControl,MPC,CVM,1,10,0,40,40,0,16.2,1016,5,6.32,1,0,0,0,0,1
NoControl,MPC,CVM,2,10,0,40,40,0,14.9,990,5,4.140000000000001,0,0,1,0,0,3
NoControl,MPC,CVM,3,10,0,40,40,0,20.3,1113,9,7.211111111111112,1,0,0,0,0,1
NoControl,MPC,CVM,4,10,0,40,40,0,15.9,972,6,4.65,1,0,0,0,0,1
NoControl,MPC,CVM,0,10,0,40,60,0,14.8,1058,8,5.050000000000001,1,0,0,0,0,1
NoControl,MPC,CVM,1,10,0,40,60,0,6.800000000000001,660,3,3.3000000000000003,0,0,1,0,0,3
NoControl,MPC,CVM,2,10,0,40,60,0,11.6,1018,5,4.36,1,0,0,0,0,1
NoControl,MPC,CVM,3,10,0,40,60,0,4.1000000000000005,405,3,1.1,0,0,1,0,0,3
NoControl,MPC,CVM,4,10,0,40,60,0,11.4,1026,4,3.875,1,0,0,0,0,1
NoControl,MPC,CVM,0,10,0,60,20,0,33.0,1022,14,5.2142857142857135,0,0,1,0,0,3
NoControl,MPC,CVM,1,10,0,60,20,0,9.1,390,4,2.75,0,0,1,0,0,3
NoControl,MPC,CVM,2,10,0,60,20,0,29.700000000000003,987,9,5.6000000000000005,0,0,1,0,0,3
NoControl,MPC,CVM,3,10,0,60,20,0,31.3,1045,13,5.523076923076923,1,0,0,0,0,1
NoControl,MPC,CVM,4,10,0,60,20,0,6.6000000000000005,313,2,2.25,0,0,1,0,0,3
NoControl,MPC,CVM,0,10,0,60,40,0,11.6,770,7,2.3857142857142857,0,0,1,0,0,3
NoControl,MPC,CVM,1,10,0,60,40,0,11.8,832,5,4.1000000000000005,0,0,1,0,0,3
NoControl,MPC,CVM,2,10,0,60,40,0,16.0,1006,6,5.05,1,0,0,0,0,1
NoControl,MPC,CVM,3,10,0,60,40,0,16.2,1045,5,5.420000000000001,1,0,0,0,0,1
NoControl,MPC,CVM,4,10,0,60,40,0,2.1,200,1,1.0,0,0,1,0,0,3
NoControl,MPC,CVM,0,10,0,60,60,0,2.4000000000000004,252,1,0.8,0,0,1,0,0,3
NoControl,MPC,CVM,1,10,0,60,60,0,11.8,997,5,4.380000000000001,1,0,0,0,0,1
NoControl,MPC,CVM,2,10,0,60,60,0,5.5,555,2,0.9000000000000001,0,0,1,0,0,3
NoControl,MPC,CVM,3,10,0,60,60,0,11.7,989,8,4.4,1,0,0,0,0,1
NoControl,MPC,CVM,4,10,0,60,60,0,11.7,974,7,3.571428571428572,1,0,0,0,0,1
NoControl,MPC,CVM,0,20,0,20,20,0,34.6,1167,10,12.59,1,0,0,0,0,1
NoControl,MPC,CVM,1,20,0,20,20,0,37.3,1084,13,12.653846153846152,1,0,0,0,0,1
NoControl,MPC,CVM,2,20,0,20,20,0,33.9,1047,12,12.366666666666667,1,0,0,0,0,1
NoControl,MPC,CVM,3,20,0,20,20,0,38.900000000000006,1188,13,11.461538461538463,1,0,0,0,0,1
NoControl,MPC,CVM,4,20,0,20,20,0,37.0,1105,13,11.946153846153845,1,0,0,0,0,1
NoControl,MPC,CVM,0,20,0,20,40,0,21.6,1139,12,11.85,1,0,0,0,0,1
NoControl,MPC,CVM,1,20,0,20,40,0,22.9,1075,12,11.816666666666668,1,0,0,0,0,1
NoControl,MPC,CVM,2,20,0,20,40,0,43.8,1359,10,18.59,1,0,0,0,0,1
NoControl,MPC,CVM,3,20,0,20,40,0,31.4,1324,9,10.67777777777778,1,0,0,0,0,1
NoControl,MPC,CVM,4,20,0,20,40,0,19.6,1004,12,10.2,0,0,1,0,0,3
NoControl,MPC,CVM,0,20,0,20,60,0,8.3,817,5,3.2,0,0,1,0,0,3
NoControl,MPC,CVM,1,20,0,20,60,0,23.0,1141,11,9.890909090909092,1,0,0,0,0,1
NoControl,MPC,CVM,2,20,0,20,60,0,7.6,752,3,3.533333333333333,0,0,1,0,0,3
NoControl,MPC,CVM,3,20,0,20,60,0,6.1000000000000005,560,5,1.8200000000000005,0,0,1,0,0,3
NoControl,MPC,CVM,4,20,0,20,60,0,7.4,710,7,2.3285714285714287,0,0,1,0,0,3
NoControl,MPC,CVM,0,20,0,40,20,0,36.3,1083,21,7.29047619047619,1,0,0,0,0,1
NoControl,MPC,CVM,1,20,0,40,20,0,35.800000000000004,1051,22,7.227272727272727,1,0,0,0,0,1
NoControl,MPC,CVM,2,20,0,40,20,0,35.800000000000004,1029,21,8.052380952380954,1,0,0,0,0,1
NoControl,MPC,CVM,3,20,0,40,20,0,35.9,1103,19,6.789473684210527,1,0,0,0,0,1
NoControl,MPC,CVM,4,20,0,40,20,0,37.8,1111,21,8.23333333333333,1,0,0,0,0,1
NoControl,MPC,CVM,0,20,0,40,40,0,22.4,1162,12,7.391666666666667,1,0,0,0,0,1
NoControl,MPC,CVM,1,20,0,40,40,0,16.7,1023,12,5.516666666666667,0,0,1,0,0,3
NoControl,MPC,CVM,2,20,0,40,40,0,18.5,1052,13,7.246153846153846,1,0,0,0,0,1
NoControl,MPC,CVM,3,20,0,40,40,0,16.8,1027,12,6.600000000000001,1,0,0,0,0,1
NoControl,MPC,CVM,4,20,0,40,40,0,20.0,1067,14,6.635714285714286,1,0,0,0,0,1
NoControl,MPC,CVM,0,20,0,40,60,0,12.9,1120,11,6.727272727272728,1,0,0,0,0,1
NoControl,MPC,CVM,1,20,0,40,60,0,8.200000000000001,747,8,3.375000000000001,0,0,1,0,0,3
NoControl,MPC,CVM,2,20,0,40,60,0,16.3,1134,10,6.12,0,0,1,0,0,3
NoControl,MPC,CVM,3,20,0,40,60,0,10.3,750,10,3.21,0,0,1,0,0,3
NoControl,MPC,CVM,4,20,0,40,60,0,12.6,1078,12,4.75,0,0,1,0,0,3
NoControl,MPC,CVM,0,20,0,60,20,0,29.700000000000003,982,26,4.888461538461538,0,0,1,0,0,3
NoControl,MPC,CVM,1,20,0,60,20,0,11.2,403,12,2.75,0,0,1,0,0,2
NoControl,MPC,CVM,2,20,0,60,20,0,31.3,1023,21,5.523809523809525,1,0,0,0,0,1
NoControl,MPC,CVM,3,20,0,60,20,0,36.4,1065,28,5.832142857142856,1,0,0,0,0,1
NoControl,MPC,CVM,4,20,0,60,20,0,3.4000000000000004,222,3,1.5,0,0,1,0,0,3
NoControl,MPC,CVM,0,20,0,60,40,0,17.5,1071,12,4.908333333333333,1,0,0,0,0,1
NoControl,MPC,CVM,1,20,0,60,40,0,15.9,1042,11,4.472727272727273,1,0,0,0,0,1
NoControl,MPC,CVM,2,20,0,60,40,0,17.1,1086,10,4.98,1,0,0,0,0,1
NoControl,MPC,CVM,3,20,0,60,40,0,6.0,453,4,1.85,0,0,1,0,0,3
NoControl,MPC,CVM,4,20,0,60,40,0,5.5,427,4,2.4,0,0,1,0,0,3
NoControl,MPC,CVM,0,20,0,60,60,0,3.7,377,2,1.4,0,0,1,0,0,3
NoControl,MPC,CVM,1,20,0,60,60,0,9.3,891,10,3.6,0,0,1,0,0,3
NoControl,MPC,CVM,2,20,0,60,60,0,10.5,978,10,3.77,0,0,1,0,0,3
NoControl,MPC,CVM,3,20,0,60,60,0,5.1000000000000005,518,8,1.3625000000000005,0,0,1,0,0,3
NoControl,MPC,CVM,4,20,0,60,60,0,11.3,1051,13,3.5230769230769234,0,0,1,0,0,3
NoControl,MPC,CVM,0,30,0,20,20,0,29.9,1023,13,13.707692307692309,1,0,0,0,0,1
NoControl,MPC,CVM,1,30,0,20,20,0,35.2,1067,16,13.8625,1,0,0,0,0,1
NoControl,MPC,CVM,2,30,0,20,20,0,51.5,1218,24,12.258333333333336,0,1,0,0,0,3
NoControl,MPC,CVM,3,30,0,20,20,0,35.6,1040,12,13.16666666666667,0,0,1,0,0,2
NoControl,MPC,CVM,4,30,0,20,20,0,37.6,1091,18,14.288888888888888,1,0,0,0,0,1
NoControl,MPC,CVM,0,30,0,20,40,0,28.6,1219,20,15.895,1,0,0,0,0,1
NoControl,MPC,CVM,1,30,0,20,40,0,25.700000000000003,1126,17,11.423529411764704,1,0,0,0,0,1
NoControl,MPC,CVM,2,30,0,20,40,0,25.4,1270,11,6.409090909090909,1,0,0,0,0,1
NoControl,MPC,CVM,3,30,0,20,40,0,25.8,1190,19,12.368421052631582,1,0,0,0,0,1
NoControl,MPC,CVM,4,30,0,20,40,0,21.6,1122,16,9.85625,1,0,0,0,0,1
NoControl,MPC,CVM,0,30,0,20,60,0,12.0,1156,11,4.763636363636365,1,0,0,0,0,1
NoControl,MPC,CVM,1,30,0,20,60,0,10.0,937,9,3.6333333333333337,0,0,1,0,0,3
NoControl,MPC,CVM,2,30,0,20,60,0,14.9,1279,10,3.96,1,0,0,0,0,1
NoControl,MPC,CVM,3,30,0,20,60,0,13.5,1009,12,4.733333333333333,1,0,0,0,0,1
NoControl,MPC,CVM,4,30,0,20,60,0,5.0,507,3,2.4,0,0,1,0,0,3
NoControl,MPC,CVM,0,30,0,40,20,0,22.6,715,20,5.965,0,0,1,0,0,3
NoControl,MPC,CVM,1,30,0,40,20,0,45.5,1085,44,8.240909090909092,1,0,0,0,0,1
NoControl,MPC,CVM,2,30,0,40,20,0,39.8,1093,33,7.863636363636363,1,0,0,0,0,1
NoControl,MPC,CVM,3,30,0,40,20,0,36.2,1036,29,8.424137931034481,1,0,0,0,0,1
NoControl,MPC,CVM,4,30,0,40,20,0,34.7,1117,35,7.760000000000001,0,0,1,0,0,3
