Method,Planner,Number of agents,Number of pillars,Agent speed,Drone speed,Steps,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision
Owl,Primitive,5,0,60,20,131,388,5,7.333333333333333,1,0,0
Owl,Primitive,5,0,60,20,145,79,3,9.875,0,0,1
Owl,Primitive,5,0,60,20,81,276,1,19.0,0,0,1
Owl,Primitive,5,0,60,20,79,255,1,24.0,0,0,1
Owl,Primitive,5,0,60,20,94,237,2,6.0,0,0,1
Owl,Primitive,5,0,60,20,241,649,4,14.5,1,0,0
Owl,Primitive,5,0,60,20,140,336,2,15.0,0,0,1
Owl,Primitive,5,0,60,20,132,324,2,7.666666666666667,1,0,0
Owl,Primitive,5,0,60,20,54,67,2,9.2,0,0,1
Owl,Primitive,5,0,60,20,402,605,4,13.0,0,0,1
Owl,Primitive,5,0,60,20,112,322,2,9.0,0,0,1
Owl,Primitive,5,0,60,20,132,325,1,12.0,1,0,0
Owl,Primitive,5,0,60,20,267,735,0,0.0,1,0,0
Owl,Primitive,5,0,60,20,232,532,4,10.25,1,0,0
Owl,Jerk_Primitive,5,0,60,20,98,325,2,8.5,1,0,0
Owl,Jerk_Primitive,5,0,60,20,381,660,3,8.666666666666666,1,0,0
Owl,Jerk_Primitive,5,0,60,20,200,556,1,8.75,1,0,0
Owl,Jerk_Primitive,5,0,60,20,254,420,2,12.666666666666666,1,0,0
Owl,Jerk_Primitive,5,0,60,20,201,296,4,13.444444444444445,1,0,0
Owl,Jerk_Primitive,5,0,60,20,99,324,0,0.0,1,0,0
Owl,Jerk_Primitive,5,0,60,20,106,262,1,5.0,0,0,1
Owl,Jerk_Primitive,5,0,60,20,99,295,2,31.0,1,0,0
Owl,Jerk_Primitive,5,0,60,20,151,248,1,26.0,0,0,1
Owl,Jerk_Primitive,5,0,60,20,103,284,2,11.5,1,0,0
Owl,Jerk_Primitive,5,0,60,20,206,387,2,9.25,0,0,1
Owl,Jerk_Primitive,5,0,60,20,99,304,2,4.0,1,0,0
Owl,Jerk_Primitive,5,0,60,20,251,640,5,11.142857142857142,1,0,0
Owl,Jerk_Primitive,5,0,60,20,9,21,0,11.142857142857142,0,0,1
Owl,Jerk_Primitive,5,0,60,20,99,300,2,7.0,1,0,0
Owl,MPC,5,0,60,20,107,320,0,0.0,1,0,0
Owl,MPC,5,0,60,20,234,308,2,12.0,1,0,0
Owl,MPC,5,0,60,20,126,320,0,0.0,1,0,0
Owl,MPC,5,0,60,20,16,1,0,0.0,0,0,1
Owl,MPC,5,0,60,20,58,193,1,5.0,0,0,1
Owl,MPC,5,0,60,20,108,321,2,12.0,1,0,0
Owl,MPC,5,0,60,20,254,320,0,0.0,1,0,0
Owl,MPC,5,0,60,20,169,311,2,7.666666666666667,0,0,1
