Method,Planner,Motion Profile,Map ID,Agent size,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 40)","(40, 250)",5.2,374,0,,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 40)","(40, 460)",11.0,624,2,4.4,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 40)","(250, 40)",5.2,372,1,2.6,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 40)","(250, 250)",6.9,594,2,2.65,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 40)","(250, 460)",10.5,877,1,6.2,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 40)","(460, 40)",10.4,600,4,4.0,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 40)","(460, 250)",10.7,865,3,5.0,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 40)","(460, 460)",14.2,1042,3,8.200000000000001,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 250)","(40, 40)",5.2,385,0,,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 250)","(40, 460)",5.2,385,2,1.05,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 250)","(250, 40)",6.9,606,2,1.9,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 250)","(250, 250)",5.2,489,2,2.4000000000000004,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 250)","(250, 460)",7.0,612,2,4.6000000000000005,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 250)","(460, 40)",10.5,886,6,3.85,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 250)","(460, 250)",10.9,841,3,6.033333333333334,1,0,0,0,0,1
NoControl,Jerk_Primitive,CVM,15,5,10,0,20,40,0,"(40, 250)","(460, 460)",10.7,872,2,7.800000000000001,1,0,0,0,0,1
