Method,Planner,Motion Profile,Map ID,Agent size,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(40, 250)",4.800000000000001,257,1,1.9,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(40, 460)",8.700000000000001,440,1,4.800000000000001,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(250, 40)",4.800000000000001,304,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(250, 250)",6.9,405,2,2.5,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(250, 460)",9.6,588,5,3.04,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(460, 40)",10.7,539,1,2.6,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(460, 250)",10.2,627,1,7.2,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(460, 460)",7.1000000000000005,440,3,2.0333333333333337,0,0,1,0,0,2
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(40, 40)",4.800000000000001,320,1,4.0,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(40, 460)",4.800000000000001,230,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(250, 40)",6.9,418,2,4.9,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(250, 250)",5.6000000000000005,336,2,3.75,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(250, 460)",6.800000000000001,386,3,3.0333333333333337,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(460, 40)",8.1,474,4,3.2,0,1,0,0,0,2
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(460, 250)",8.700000000000001,563,3,5.466666666666666,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(460, 460)",11.7,592,7,6.142857142857143,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(40, 40)",9.9,542,1,3.7,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(40, 250)",4.800000000000001,308,1,0.8,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(250, 40)",13.1,727,1,7.800000000000001,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(250, 250)",6.9,402,1,3.8,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(250, 460)",4.3,234,2,1.7500000000000002,0,0,1,0,0,2
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(460, 40)",11.6,667,1,8.5,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(460, 250)",11.1,607,5,4.58,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(460, 460)",4.3,234,2,1.7500000000000002,0,0,1,0,0,2
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(40, 40)",4.800000000000001,280,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(40, 250)",7.7,394,1,4.0,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(40, 460)",9.6,570,2,3.0,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(250, 250)",4.800000000000001,300,1,0.3,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(250, 460)",12.0,595,4,5.4,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(460, 40)",4.800000000000001,279,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(460, 250)",6.9,388,1,4.9,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(460, 460)",13.5,577,3,6.233333333333334,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(40, 40)",6.9,404,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(40, 250)",4.800000000000001,316,1,2.7,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(40, 460)",6.9,366,1,5.4,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(250, 40)",4.800000000000001,349,1,2.7,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(250, 460)",4.800000000000001,268,3,1.866666666666667,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(460, 40)",6.9,403,1,4.2,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(460, 250)",4.800000000000001,318,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(460, 460)",10.9,389,3,4.666666666666667,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 460)","(40, 40)",11.7,629,3,7.266666666666668,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 460)","(40, 250)",7.1000000000000005,399,3,3.6,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 460)","(40, 460)",4.800000000000001,233,1,3.8,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 460)","(250, 40)",8.700000000000001,559,2,4.5,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 460)","(250, 250)",4.800000000000001,336,1,1.3,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 460)","(460, 40)",9.6,585,2,7.2,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 460)","(460, 250)",9.7,467,2,5.85,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(250, 460)","(460, 460)",10.9,269,5,3.02,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(460, 40)","(40, 40)",8.700000000000001,487,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(460, 40)","(40, 250)",10.8,639,2,5.550000000000001,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(460, 40)","(40, 460)",11.7,700,2,6.050000000000001,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(460, 40)","(250, 40)",4.800000000000001,303,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,0,5,10,0,20,60,0,"(460, 40)","(250, 250)",6.6000000000000005,405,2,2.95,1,0,0,0,0,1
