Method,Planner,Motion Profile,Map ID,Agent size,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(40, 250)",4.800000000000001,374,1,1.9,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(40, 460)",8.700000000000001,601,1,4.800000000000001,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(250, 40)",4.800000000000001,372,0,,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(250, 250)",6.9,609,2,2.4,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(250, 460)",9.6,882,6,3.583333333333333,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(460, 40)",12.1,749,2,3.45,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(460, 250)",11.1,952,3,3.1,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 40)","(460, 460)",10.5,965,7,3.4285714285714293,0,0,1,0,0,2
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(40, 40)",4.800000000000001,385,1,4.0,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(40, 460)",4.800000000000001,385,1,4.0,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(250, 40)",6.9,606,2,4.9,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(250, 250)",5.4,503,2,3.65,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(250, 460)",7.0,605,5,3.4,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(460, 40)",9.6,688,3,4.766666666666667,0,0,0,0,1,2
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(460, 250)",8.5,818,3,5.333333333333333,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 250)","(460, 460)",11.7,881,7,6.528571428571429,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(40, 40)",9.9,708,2,2.95,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(40, 250)",4.800000000000001,371,1,0.8,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(250, 40)",13.1,1042,3,7.300000000000001,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(250, 250)",6.9,609,3,2.933333333333333,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(250, 460)",4.3,339,2,1.7500000000000002,0,0,1,0,0,2
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(460, 40)",11.6,1026,4,5.175,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(460, 250)",11.1,890,4,7.35,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(40, 460)","(460, 460)",4.3,339,2,1.7500000000000002,0,0,1,0,0,2
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(40, 40)",4.800000000000001,383,0,,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(40, 250)",7.9,641,1,3.8,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(40, 460)",9.6,894,2,2.95,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(250, 250)",4.800000000000001,489,1,0.3,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(250, 460)",15.6,1080,6,7.516666666666667,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(460, 40)",4.800000000000001,383,1,2.6,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(460, 250)",6.9,618,1,4.9,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 40)","(460, 460)",8.700000000000001,881,4,2.9,0,0,1,0,0,2
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(40, 40)",6.9,622,1,4.5,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(40, 250)",4.800000000000001,502,2,2.4000000000000004,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(40, 460)",6.9,621,1,5.4,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(250, 40)",4.800000000000001,504,1,2.6,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(250, 460)",4.800000000000001,502,5,1.96,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(460, 40)",6.9,619,1,4.1000000000000005,1,0,0,0,0,1
NoControl,Primitive,CVM,0,5,10,0,20,60,0,"(250, 250)","(460, 250)",4.800000000000001,502,0,,1,0,0,0,0,1
