Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
LookAhead,Primitive,CVM,0,10,0,20,20,0,40.5,799,5,12.76,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,20,0,36.2,703,5,13.060000000000002,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,20,0,38.3,775,4,12.2,1,0,0,0,0,1
LookAhead,Primitive,CVM,3,10,0,20,20,0,32.5,697,7,10.94285714285714,0,0,1,0,0,2
LookAhead,Primitive,CVM,4,10,0,20,20,0,39.2,744,8,10.4375,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,40,0,20.9,718,4,9.900000000000002,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,40,0,24.4,827,5,12.48,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,40,0,23.9,801,3,11.366666666666667,1,0,0,0,0,1
LookAhead,Primitive,CVM,3,10,0,20,40,0,20.700000000000003,709,3,13.033333333333331,1,0,0,0,0,1
LookAhead,Primitive,CVM,4,10,0,20,40,0,21.5,719,3,8.733333333333334,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,20,60,0,12.7,723,2,6.15,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,20,60,0,11.7,708,2,7.85,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,20,60,0,13.7,733,4,5.525,1,0,0,0,0,1
LookAhead,Primitive,CVM,3,10,0,20,60,0,11.7,711,1,9.2,1,0,0,0,0,1
LookAhead,Primitive,CVM,4,10,0,20,60,0,12.0,706,3,3.7000000000000006,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,40,20,0,37.3,762,7,7.857142857142858,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,40,20,0,31.200000000000003,681,7,7.985714285714286,0,0,1,0,0,3
LookAhead,Primitive,CVM,2,10,0,40,20,0,10.8,235,2,0.55,0,0,1,0,0,2
LookAhead,Primitive,CVM,3,10,0,40,20,0,37.4,712,7,6.771428571428572,1,0,0,0,0,1
LookAhead,Primitive,CVM,4,10,0,40,20,0,40.900000000000006,832,7,7.785714285714286,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,40,40,0,28.6,841,7,6.728571428571429,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,40,40,0,22.0,773,6,5.683333333333335,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,40,40,0,25.5,802,4,7.325000000000001,1,0,0,0,0,1
LookAhead,Primitive,CVM,3,10,0,40,40,0,27.6,876,5,7.06,1,0,0,0,0,1
LookAhead,Primitive,CVM,4,10,0,40,40,0,27.1,912,9,6.177777777777778,0,0,1,0,0,2
LookAhead,Primitive,CVM,0,10,0,40,60,0,11.6,682,3,5.166666666666667,1,0,0,0,0,1
LookAhead,Primitive,CVM,1,10,0,40,60,0,15.6,830,4,7.4,1,0,0,0,0,1
LookAhead,Primitive,CVM,2,10,0,40,60,0,14.0,829,4,4.775,1,0,0,0,0,1
LookAhead,Primitive,CVM,3,10,0,40,60,0,4.6000000000000005,244,3,1.2666666666666668,0,0,1,0,0,2
LookAhead,Primitive,CVM,4,10,0,40,60,0,11.7,717,1,5.1000000000000005,1,0,0,0,0,1
LookAhead,Primitive,CVM,0,10,0,60,20,0,13.2,275,3,4.4,0,0,1,0,0,3
