Rotating,Jerk_Primitive,5,0,20,20,98,313,0,0.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,251,709,1,10.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,166,452,1,12.666666666666666,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,251,526,3,11.125,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,99,299,0,0.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,164,463,1,14.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,198,597,2,8.666666666666666,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,163,500,2,11.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,99,297,1,2.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,202,311,3,5.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,253,757,1,5.666666666666667,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,201,515,2,7.285714285714286,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,89,327,1,6.0,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,189,752,4,9.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,92,122,5,9.272727272727272,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,99,299,1,10.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,251,747,1,9.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,200,553,3,11.666666666666666,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,251,478,1,11.428571428571429,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,188,742,2,8.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,251,640,4,10.666666666666666,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,166,422,3,10.11111111111111,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,251,320,2,9.636363636363637,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,99,297,2,5.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,202,548,2,4.75,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,71,287,2,10.0,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,100,284,1,6.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,202,351,1,10.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,251,741,2,14.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,204,560,3,12.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,99,299,0,0.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,164,463,1,16.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,198,599,1,12.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,94,240,2,9.0,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,99,299,1,2.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,164,463,2,10.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,205,593,7,11.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,170,454,4,11.588235294117649,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,99,313,1,2.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,120,349,3,9.0,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,99,313,0,0.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,128,330,1,34.0,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,99,313,0,0.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,251,707,2,12.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,104,256,2,14.6,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,188,739,2,25.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,165,390,0,25.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,251,501,3,14.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,206,313,0,0.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,80,231,0,0.0,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,99,299,1,1.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,164,463,2,8.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,198,599,1,8.4,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,164,504,4,8.2,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,99,299,1,6.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,164,463,2,5.666666666666667,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,198,597,1,6.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,168,535,5,9.3,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,114,287,1,32.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,20,160,234,3,11.75,0,0,1
Rotating,Jerk_Primitive,5,0,20,20,99,313,0,0.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,121,632,3,8.25,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,111,306,2,8.875,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,132,271,0,8.875,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,109,470,1,8.666666666666666,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,122,630,1,1.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,134,586,1,6.333333333333333,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,108,451,0,6.333333333333333,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,133,298,0,6.333333333333333,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,122,630,0,0.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,111,299,2,8.333333333333334,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,133,275,1,8.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,109,463,1,9.6,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,122,589,1,11.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,134,548,3,10.666666666666666,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,173,529,3,10.285714285714286,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,137,232,2,11.22222222222222,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,122,630,2,7.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,174,612,0,7.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,135,149,2,4.8,0,0,1
Rotating,Jerk_Primitive,5,0,20,30,66,249,2,15.333333333333334,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,135,380,1,13.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,109,443,2,10.833333333333334,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,133,562,0,10.833333333333334,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,123,598,2,6.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,134,546,0,6.666666666666667,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,184,519,5,8.75,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,134,227,11,9.4,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,122,591,1,12.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,174,508,2,9.333333333333334,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,111,454,1,8.8,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,175,398,1,7.833333333333333,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,122,630,1,4.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,135,596,2,5.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,111,425,0,5.2,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,132,317,0,5.2,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,66,289,0,0.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,174,682,2,8.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,135,482,1,11.2,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,173,482,3,12.75,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,71,286,1,9.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,108,447,0,10.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,180,770,3,11.666666666666666,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,113,393,6,11.23076923076923,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,122,623,3,9.25,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,111,303,1,10.666666666666666,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,135,279,2,14.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,109,433,1,13.5,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,137,675,4,8.0,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,112,254,2,9.7,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,176,521,4,9.857142857142858,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,111,434,4,9.333333333333334,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,122,622,3,5.75,1,0,0
Rotating,Jerk_Primitive,5,0,20,30,134,588,3,9.0,1,0,0
