Method,Planner,Number of agents,Number of pillars,Agent speed,Drone speed,Steps,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision
Owl,Primitive,5,0,40,20,235,631,3,12.25,1,0,0
Owl,Primitive,5,0,40,20,232,422,1,10.833333333333334,1,0,0
Owl,Primitive,5,0,40,20,195,365,0,10.833333333333334,1,0,0
Owl,Primitive,5,0,40,20,249,233,4,14.3,1,0,0
Owl,Primitive,5,0,40,20,236,624,2,15.0,1,0,0
Owl,Primitive,5,0,40,20,280,498,4,21.166666666666668,1,0,0
Owl,Primitive,5,0,40,20,210,401,1,17.5,1,0,0
Owl,Primitive,5,0,40,20,251,246,0,17.5,1,0,0
Owl,Primitive,5,0,40,20,160,303,3,25.0,1,0,0
Owl,Primitive,5,0,40,20,405,570,4,16.333333333333332,1,0,0
Owl,Jerk_Primitive,5,0,40,20,187,584,0,0.0,1,0,0
Owl,Jerk_Primitive,5,0,40,20,165,281,0,0.0,1,0,0
Owl,Jerk_Primitive,5,0,40,20,237,508,4,16.2,0,0,1
Owl,Jerk_Primitive,5,0,40,20,99,262,2,10.5,1,0,0
Owl,Jerk_Primitive,5,0,40,20,251,519,1,16.333333333333332,1,0,0
Owl,Jerk_Primitive,5,0,40,20,169,405,2,12.5,1,0,0
Owl,Jerk_Primitive,5,0,40,20,248,472,4,11.384615384615383,1,0,0
Owl,Jerk_Primitive,5,0,40,20,188,605,1,10.0,1,0,0
Owl,Jerk_Primitive,5,0,40,20,201,442,1,20.0,1,0,0
Owl,Jerk_Primitive,5,0,40,20,163,418,1,18.0,1,0,0
Owl,Jerk_Primitive,5,0,40,20,198,242,2,26.5,1,0,0
Owl,Jerk_Primitive,5,0,40,20,189,470,5,35.25,1,0,0
Owl,Jerk_Primitive,5,0,40,20,115,171,2,31.428571428571427,0,0,1
Owl,MPC,5,0,40,20,107,202,0,0.0,1,0,0
Owl,MPC,5,0,40,20,127,296,1,12.0,1,0,0
Owl,MPC,5,0,40,20,174,346,1,16.5,1,0,0
Owl,MPC,5,0,40,20,261,495,3,16.428571428571427,1,0,0
Owl,MPC,5,0,40,20,175,509,4,14.545454545454543,1,0,0
Owl,MPC,5,0,40,20,108,202,0,0.0,1,0,0
Owl,MPC,5,0,40,20,5,9,0,0.0,0,0,1
Owl,MPC,5,0,40,20,99,326,0,0.0,0,0,1
Owl,MPC,5,0,40,20,157,339,2,3.5,0,0,1
Owl,MPC,5,0,40,20,292,296,0,0.0,1,0,0
Owl,MPC,5,0,40,20,247,481,3,11.666666666666666,0,0,1
Owl,MPC,5,0,40,20,108,202,0,0.0,1,0,0
Owl,MPC,5,0,40,20,208,372,2,19.0,1,0,0
Owl,MPC,5,0,40,20,127,254,1,18.0,0,0,1
Owl,MPC,5,0,40,20,143,202,0,0.0,1,0,0
Owl,Primitive,5,5,40,20,335,305,0,0.0,1,0,0
Owl,Primitive,5,5,40,20,310,572,1,20.0,1,0,0
Owl,Primitive,5,5,40,20,242,449,0,20.0,1,0,0
Owl,Primitive,5,5,40,20,165,212,1,18.0,0,0,1
Owl,Primitive,5,5,40,20,132,224,1,16.0,1,0,0
Owl,Primitive,5,5,40,20,13,43,1,9.0,0,0,1
Owl,Primitive,5,5,40,20,90,211,2,13.5,0,0,1
Owl,Primitive,5,5,40,20,132,322,2,11.666666666666666,1,0,0
Owl,Primitive,5,5,40,20,310,567,0,11.666666666666666,1,0,0
Owl,Primitive,5,5,40,20,34,72,0,11.666666666666666,0,0,1
Owl,Primitive,5,5,40,20,132,295,1,10.0,1,0,0
Owl,Primitive,5,5,40,20,73,64,4,6.0,0,0,1
Owl,Primitive,5,5,40,20,280,153,0,0.0,0,0,1
Owl,Primitive,5,5,40,20,132,253,0,0.0,1,0,0
Owl,Jerk_Primitive,5,5,40,20,208,622,3,7.75,1,0,0
Owl,Jerk_Primitive,5,5,40,20,254,505,4,10.625,1,0,0
Owl,Jerk_Primitive,5,5,40,20,201,249,1,11.77777777777778,1,0,0
Owl,Jerk_Primitive,5,5,40,20,253,332,2,11.727272727272728,1,0,0
Owl,Jerk_Primitive,5,5,40,20,99,281,0,0.0,1,0,0
Owl,Jerk_Primitive,5,5,40,20,164,338,1,16.0,1,0,0
Owl,Jerk_Primitive,5,5,40,20,198,436,0,16.0,1,0,0
Owl,Jerk_Primitive,5,5,40,20,163,370,0,16.0,1,0,0
Owl,Jerk_Primitive,5,5,40,20,99,219,1,1.0,1,0,0
Owl,Jerk_Primitive,5,5,40,20,251,675,2,6.666666666666667,1,0,0
Owl,Jerk_Primitive,5,5,40,20,166,308,0,6.666666666666667,1,0,0
Owl,Jerk_Primitive,5,5,40,20,162,256,0,6.666666666666667,0,0,1
Owl,Jerk_Primitive,5,5,40,20,66,209,3,15.0,0,0,1
Owl,Jerk_Primitive,5,5,40,20,99,239,1,2.0,1,0,0
Owl,MPC,5,5,40,20,107,202,0,0.0,1,0,0
Owl,MPC,5,5,40,20,262,560,3,16.666666666666668,1,0,0
Owl,MPC,5,5,40,20,57,155,3,14.8,0,0,1
Owl,MPC,5,5,40,20,209,467,5,16.857142857142858,1,0,0
Owl,MPC,5,5,40,20,270,665,1,16.625,1,0,0
Owl,MPC,5,5,40,20,175,312,5,17.5,1,0,0
Owl,MPC,5,5,40,20,9,1,0,18.071428571428573,0,0,1
Owl,MPC,5,5,40,20,108,202,0,0.0,1,0,0
Owl,MPC,5,5,40,20,261,654,0,0.0,1,0,0
Owl,MPC,5,5,40,20,50,109,1,12.0,0,0,1
Owl,MPC,5,5,40,20,209,459,1,17.0,1,0,0
Owl,MPC,5,5,40,20,253,296,0,0.0,1,0,0
Owl,MPC,5,5,40,20,174,331,0,0.0,1,0,0
