Method,Planner,Motion Profile,Map ID,Agent size,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 40)","(40, 250)",10.2,267,1,7.300000000000001,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 40)","(40, 460)",22.1,508,3,6.2,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 40)","(250, 40)",10.2,296,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 40)","(250, 250)",17.900000000000002,404,1,5.4,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 40)","(250, 460)",21.4,608,2,9.65,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 40)","(460, 40)",20.6,493,3,3.633333333333334,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 40)","(460, 250)",20.9,617,3,1.9666666666666663,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 40)","(460, 460)",30.9,610,1,14.7,0,0,1,0,0,3
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 250)","(40, 40)",10.2,278,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 250)","(40, 460)",10.2,230,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 250)","(250, 40)",19.3,428,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 250)","(250, 250)",10.3,345,2,1.8,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 250)","(250, 460)",17.6,387,3,4.666666666666667,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 250)","(460, 40)",20.9,630,1,10.8,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 250)","(460, 250)",20.700000000000003,570,3,9.7,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 250)","(460, 460)",16.5,499,5,4.760000000000001,0,0,0,0,1,2
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 460)","(40, 40)",20.700000000000003,451,1,5.6000000000000005,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 460)","(40, 250)",10.2,259,0,,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 460)","(250, 40)",21.700000000000003,648,2,3.2500000000000004,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 460)","(250, 250)",16.400000000000002,433,4,5.9,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 460)","(250, 460)",10.5,296,2,2.45,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 460)","(460, 40)",36.7,749,5,10.1,1,0,0,0,0,1
LookAhead,Jerk_Primitive,CVM,5,5,10,0,20,20,0,"(40, 460)","(460, 250)",20.9,604,3,4.733333333333333,1,0,0,0,0,1
