Method,Planner,Motion Profile,Map ID,Agent size,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 40)","(40, 250)",7.6,267,1,4.800000000000001,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 40)","(40, 460)",15.5,480,1,8.8,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 40)","(250, 40)",7.6,302,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 40)","(250, 250)",13.8,419,3,4.8,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 40)","(250, 460)",18.2,591,3,7.6,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 40)","(460, 40)",17.900000000000002,518,2,4.75,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 40)","(460, 250)",16.8,630,2,2.85,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 40)","(460, 460)",23.8,719,3,14.033333333333331,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 250)","(40, 40)",8.0,319,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 250)","(40, 460)",7.6,243,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 250)","(250, 40)",14.0,451,1,4.5,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 250)","(250, 250)",7.6,333,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 250)","(250, 460)",12.6,391,2,5.45,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 250)","(460, 40)",15.4,605,1,6.7,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 250)","(460, 250)",18.6,613,2,11.25,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 250)","(460, 460)",22.1,656,7,8.342857142857143,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 460)","(40, 40)",16.0,522,1,2.9000000000000004,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 460)","(40, 250)",8.0,304,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 460)","(250, 40)",16.0,622,0,,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 460)","(250, 250)",14.2,464,5,5.26,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 460)","(250, 460)",15.1,306,2,6.800000000000001,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 460)","(460, 40)",28.0,801,7,9.514285714285714,1,0,0,0,0,1
LookGoal,Primitive,CVM,5,5,10,0,20,40,0,"(40, 460)","(460, 250)",14.8,598,4,5.925,1,0,0,0,0,1
