Method,Planner,Motion Profile,Map ID,Agent size,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 40)","(40, 250)",4.800000000000001,257,1,1.9,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 40)","(40, 460)",8.700000000000001,440,1,4.800000000000001,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 40)","(250, 40)",4.800000000000001,304,0,,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 40)","(250, 250)",6.9,404,2,2.5,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 40)","(250, 460)",9.6,582,3,3.6,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 40)","(460, 40)",10.7,572,1,2.6,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 40)","(460, 250)",10.2,624,1,7.2,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 40)","(460, 460)",7.1000000000000005,440,3,2.0333333333333337,0,0,1,0,0,2
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 250)","(40, 40)",4.800000000000001,320,1,4.0,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 250)","(40, 460)",4.800000000000001,230,0,,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 250)","(250, 40)",6.9,410,2,4.9,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 250)","(250, 250)",5.6000000000000005,342,2,3.75,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 250)","(250, 460)",6.9,374,3,3.1666666666666674,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 250)","(460, 40)",12.6,698,5,4.34,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 250)","(460, 250)",8.700000000000001,564,3,5.466666666666666,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 250)","(460, 460)",11.8,595,6,6.7,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 460)","(40, 40)",9.9,554,1,3.7,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 460)","(40, 250)",4.800000000000001,308,1,0.8,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 460)","(250, 40)",13.1,766,1,7.800000000000001,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 460)","(250, 250)",6.9,400,1,3.8,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 460)","(250, 460)",4.4,238,2,1.9,0,0,1,0,0,3
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 460)","(460, 40)",11.6,667,1,8.5,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 460)","(460, 250)",11.1,614,3,7.733333333333333,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(40, 460)","(460, 460)",4.4,238,2,1.9,0,0,1,0,0,3
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(250, 40)","(40, 40)",4.800000000000001,280,0,,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(250, 40)","(40, 250)",7.7,426,1,4.0,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(250, 40)","(40, 460)",9.6,574,2,2.9000000000000004,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(250, 40)","(250, 250)",4.800000000000001,300,1,0.3,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(250, 40)","(250, 460)",10.9,577,5,5.12,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(250, 40)","(460, 40)",4.800000000000001,279,0,,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(250, 40)","(460, 250)",6.9,391,1,4.9,1,0,0,0,0,1
LookAhead,Primitive,RVO,0,5,10,0,20,60,0,"(250, 40)","(460, 460)",14.0,608,3,6.5,1,0,0,0,0,1
