Method,Planner,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock
LookAhead,Primitive,0,10,10,20,20,2,18.5,344,2,8.05,0,0,0,0,1
LookAhead,Primitive,1,10,10,20,20,2,40.0,725,5,7.3,1,0,0,0,0
LookAhead,Primitive,2,10,10,20,20,2,38.6,735,2,8.55,1,0,0,0,0
LookAhead,Primitive,3,10,10,20,20,2,37.0,712,2,8.75,1,0,0,0,0
LookAhead,Primitive,4,10,10,20,20,2,39.0,738,3,7.733333333333334,1,0,0,0,0
LookAhead,Primitive,5,10,10,20,20,2,30.4,583,3,5.5,0,0,1,0,0
LookAhead,Primitive,6,10,10,20,20,2,37.5,720,5,6.14,1,0,0,0,0
LookAhead,Primitive,7,10,10,20,20,2,3.1,114,2,1.9,0,0,1,0,0
LookAhead,Primitive,8,10,10,20,20,2,16.1,340,3,2.9333333333333336,0,0,0,0,1
LookAhead,Primitive,9,10,10,20,20,2,37.0,744,2,4.4,1,0,0,0,0
LookAhead,Primitive,10,10,10,20,20,2,17.2,343,3,4.7,0,0,0,0,1
LookAhead,Primitive,11,10,10,20,20,2,36.7,744,4,9.3,1,0,0,0,0
LookAhead,Primitive,12,10,10,20,20,2,35.300000000000004,685,4,10.475,1,0,0,0,0
LookAhead,Primitive,13,10,10,20,20,2,38.0,702,2,7.95,1,0,0,0,0
LookAhead,Primitive,14,10,10,20,20,2,9.2,216,1,9.2,0,0,1,0,0
LookAhead,Primitive,15,10,10,20,20,2,37.1,696,1,7.7,1,0,0,0,0
LookAhead,Primitive,16,10,10,20,20,2,9.8,220,1,7.2,0,0,1,0,0
LookAhead,Primitive,17,10,10,20,20,2,37.1,704,0,,1,0,0,0,0
LookAhead,Primitive,18,10,10,20,20,2,26.700000000000003,526,6,5.949999999999999,0,0,0,0,1
LookAhead,Primitive,19,10,10,20,20,2,39.1,725,4,7.774999999999999,1,0,0,0,0
LookAhead,Primitive,20,10,10,20,20,2,37.3,683,2,5.25,1,0,0,0,0
LookAhead,Primitive,21,10,10,20,20,2,37.2,747,3,9.2,1,0,0,0,0
LookAhead,Primitive,22,10,10,20,20,2,13.5,273,2,3.4,0,0,0,0,1
LookAhead,Primitive,23,10,10,20,20,2,17.1,343,2,1.65,0,0,0,0,1
LookAhead,Primitive,24,10,10,20,20,2,33.5,666,3,7.1000000000000005,0,0,1,0,0
LookAhead,Primitive,25,10,10,20,20,2,37.7,781,4,7.275,1,0,0,0,0
LookAhead,Primitive,26,10,10,20,20,2,37.8,750,2,10.45,1,0,0,0,0
LookAhead,Primitive,27,10,10,20,20,2,37.9,753,4,8.675,1,0,0,0,0
LookAhead,Primitive,28,10,10,20,20,2,39.5,747,7,8.071428571428573,1,0,0,0,0
LookAhead,Primitive,29,10,10,20,20,2,35.5,735,1,8.8,1,0,0,0,0
LookAhead,Primitive,30,10,10,20,20,2,38.5,787,3,9.0,1,0,0,0,0
LookAhead,Primitive,31,10,10,20,20,2,37.4,776,3,9.6,1,0,0,0,0
LookAhead,Primitive,32,10,10,20,20,2,12.6,271,1,0.6000000000000001,0,0,1,0,0
LookAhead,Primitive,33,10,10,20,20,2,35.5,681,3,7.1000000000000005,1,0,0,0,0
LookAhead,Primitive,34,10,10,20,20,2,37.0,702,5,8.32,1,0,0,0,0
LookAhead,Primitive,35,10,10,20,20,2,36.9,688,4,6.25,1,0,0,0,0
LookAhead,Primitive,36,10,10,20,20,2,1.2000000000000002,59,1,0.8,0,0,0,0,1
LookAhead,Primitive,37,10,10,20,20,2,1.3,57,1,1.3,0,0,1,0,1
LookAhead,Primitive,38,10,10,20,20,2,0.2,33,1,0.2,0,0,1,0,0
LookAhead,Primitive,39,10,10,20,20,2,31.8,616,3,8.466666666666667,0,1,0,0,0
LookAhead,Primitive,40,10,10,20,20,2,20.4,396,3,4.3,0,0,0,0,1
LookAhead,Primitive,41,10,10,20,20,2,38.5,753,6,7.366666666666667,1,0,0,0,0
LookAhead,Primitive,42,10,10,20,20,2,37.3,697,3,5.733333333333334,1,0,0,0,0
LookAhead,Primitive,43,10,10,20,20,2,37.4,747,3,9.3,1,0,0,0,0
LookAhead,Primitive,44,10,10,20,20,2,38.6,749,3,6.833333333333333,1,0,0,0,0
LookAhead,Primitive,45,10,10,20,20,2,37.5,723,5,6.24,0,0,1,0,1
LookAhead,Primitive,46,10,10,20,20,2,38.6,720,3,6.133333333333334,1,0,0,0,0
LookAhead,Primitive,47,10,10,20,20,2,44.7,781,5,9.960000000000004,1,0,0,0,0
LookAhead,Primitive,48,10,10,20,20,2,41.7,771,7,9.614285714285716,1,0,0,0,0
LookAhead,Primitive,49,10,10,20,20,2,25.6,488,0,,0,0,1,0,0
LookAhead,Primitive,50,10,10,20,20,2,36.0,697,1,7.4,1,0,0,0,0
LookAhead,Primitive,51,10,10,20,20,2,9.3,215,1,9.3,0,0,1,0,0
LookAhead,Primitive,52,10,10,20,20,2,40.3,747,5,9.96,1,0,0,0,0
LookAhead,Primitive,53,10,10,20,20,2,37.3,744,2,7.8,1,0,0,0,0
LookAhead,Primitive,54,10,10,20,20,2,38.8,696,4,6.875,1,0,0,0,0
LookAhead,Primitive,55,10,10,20,20,2,29.1,538,2,1.6,0,0,0,0,1
LookAhead,Primitive,56,10,10,20,20,2,37.2,711,2,7.2,1,0,0,0,0
LookAhead,Primitive,57,10,10,20,20,2,1.4,67,1,0.4,0,0,1,0,0
LookAhead,Primitive,58,10,10,20,20,2,39.6,745,4,8.450000000000001,1,0,0,0,0
LookAhead,Primitive,59,10,10,20,20,2,41.2,809,6,9.05,1,0,0,0,0
LookAhead,Primitive,0,10,10,20,40,2,23.6,759,2,3.9,1,0,0,0,0
LookAhead,Primitive,1,10,10,20,40,2,22.3,742,4,7.1000000000000005,1,0,0,0,0
LookAhead,Primitive,2,10,10,20,40,2,21.5,668,2,6.050000000000001,1,0,0,0,0
LookAhead,Primitive,3,10,10,20,40,2,27.0,767,4,6.425,1,0,0,0,0
LookAhead,Primitive,4,10,10,20,40,2,21.5,713,4,6.1000000000000005,1,0,0,0,0
LookAhead,Primitive,5,10,10,20,40,2,21.5,720,0,,1,0,0,0,0
LookAhead,Primitive,6,10,10,20,40,2,21.5,712,2,4.0,1,0,0,0,0
LookAhead,Primitive,7,10,10,20,40,2,1.9,85,1,1.9,0,0,0,0,1
LookAhead,Primitive,8,10,10,20,40,2,25.4,756,2,3.35,1,0,0,0,0
LookAhead,Primitive,9,10,10,20,40,2,20.4,709,2,6.6000000000000005,1,0,0,0,0
LookAhead,Primitive,10,10,10,20,40,2,26.700000000000003,786,4,4.700000000000001,0,0,0,0,1
LookAhead,Primitive,11,10,10,20,40,2,7.5,250,4,5.575,0,0,0,0,1
LookAhead,Primitive,12,10,10,20,40,2,4.2,140,2,3.25,0,0,1,0,0
LookAhead,Primitive,13,10,10,20,40,2,27.1,777,4,10.05,1,0,0,0,0
LookAhead,Primitive,14,10,10,20,40,2,27.3,808,6,9.716666666666669,1,0,0,0,0
LookAhead,Primitive,15,10,10,20,40,2,21.5,689,1,2.3000000000000003,1,0,0,0,0
LookAhead,Primitive,16,10,10,20,40,2,21.1,675,5,7.120000000000002,0,0,1,0,0
LookAhead,Primitive,17,10,10,20,40,2,21.700000000000003,750,0,,1,0,0,0,0
LookAhead,Primitive,18,10,10,20,40,2,21.0,710,7,5.714285714285714,1,0,0,0,0
LookAhead,Primitive,19,10,10,20,40,2,22.3,699,1,9.3,1,0,0,0,0
LookAhead,Primitive,20,10,10,20,40,2,23.3,683,3,10.233333333333334,1,0,0,0,0
LookAhead,Primitive,21,10,10,20,40,2,24.8,733,1,7.7,1,0,0,0,0
LookAhead,Primitive,22,10,10,20,40,2,22.9,780,3,4.866666666666666,1,0,0,0,0
LookAhead,Primitive,23,10,10,20,40,2,24.3,757,2,6.85,1,0,0,0,0
LookAhead,Primitive,24,10,10,20,40,2,23.200000000000003,725,4,7.875,1,0,0,0,0
LookAhead,Primitive,25,10,10,20,40,2,1.9,89,1,1.9,0,0,1,0,0
LookAhead,Primitive,26,10,10,20,40,2,23.4,746,5,5.5600000000000005,1,0,0,0,0
LookAhead,Primitive,27,10,10,20,40,2,25.200000000000003,804,7,6.414285714285716,1,0,0,0,0
LookAhead,Primitive,28,10,10,20,40,2,22.700000000000003,748,3,5.933333333333333,0,0,1,0,0
LookAhead,Primitive,29,10,10,20,40,2,22.5,733,3,6.066666666666667,1,0,0,0,0
LookAhead,Primitive,30,10,10,20,40,2,22.8,730,2,7.2,1,0,0,0,0
LookAhead,Primitive,31,10,10,20,40,2,24.700000000000003,687,5,7.42,1,0,0,0,0
LookAhead,Primitive,32,10,10,20,40,2,24.9,786,3,6.6000000000000005,1,0,0,0,0
LookAhead,Primitive,33,10,10,20,40,2,22.8,728,6,6.350000000000001,0,0,1,0,0
LookAhead,Primitive,34,10,10,20,40,2,4.5,158,3,1.4666666666666668,0,0,1,0,0
LookAhead,Primitive,35,10,10,20,40,2,24.9,812,4,6.200000000000001,0,0,1,0,0
LookAhead,Primitive,36,10,10,20,40,2,1.4,90,1,1.2000000000000002,0,0,0,0,1
LookAhead,Primitive,37,10,10,20,40,2,1.1,61,1,1.1,0,0,1,0,0
LookAhead,Primitive,38,10,10,20,40,2,0.2,33,1,0.2,0,0,1,0,0
LookAhead,Primitive,39,10,10,20,40,2,25.1,771,6,8.616666666666667,1,0,0,0,0
LookAhead,Primitive,40,10,10,20,40,2,26.9,907,4,6.775,1,0,0,0,0
LookAhead,Primitive,41,10,10,20,40,2,32.0,834,4,7.725,1,0,0,0,0
LookAhead,Primitive,42,10,10,20,40,2,24.8,766,3,6.1000000000000005,1,0,0,0,0
LookAhead,Primitive,43,10,10,20,40,2,24.8,777,3,7.533333333333334,1,0,0,0,0
LookAhead,Primitive,44,10,10,20,40,2,28.8,896,5,6.0200000000000005,1,0,0,0,0
LookAhead,Primitive,45,10,10,20,40,2,21.5,726,2,10.3,1,0,0,0,0
LookAhead,Primitive,46,10,10,20,40,2,28.3,838,4,8.275,1,0,0,0,0
LookAhead,Primitive,47,10,10,20,40,2,24.8,775,3,5.866666666666667,0,0,1,0,0
LookAhead,Primitive,48,10,10,20,40,2,10.5,318,4,6.575,0,0,1,0,0
LookAhead,Primitive,49,10,10,20,40,2,22.9,720,2,6.9,1,0,0,0,0
LookAhead,Primitive,50,10,10,20,40,2,21.5,686,1,8.700000000000001,1,0,0,0,0
LookAhead,Primitive,51,10,10,20,40,2,26.6,797,3,8.0,1,0,0,0,0
LookAhead,Primitive,52,10,10,20,40,2,27.3,759,6,5.65,1,0,0,0,0
LookAhead,Primitive,53,10,10,20,40,2,26.9,733,5,4.9,1,0,0,0,0
LookAhead,Primitive,54,10,10,20,40,2,26.1,796,4,8.275,1,0,0,0,0
LookAhead,Primitive,55,10,10,20,40,2,26.6,813,4,6.425,1,0,0,0,0
LookAhead,Primitive,56,10,10,20,40,2,23.1,757,1,8.0,1,0,0,0,0
LookAhead,Primitive,57,10,10,20,40,2,23.1,788,2,7.300000000000001,1,0,0,0,0
LookAhead,Primitive,58,10,10,20,40,2,24.9,813,3,7.166666666666667,1,0,0,0,0
LookAhead,Primitive,59,10,10,20,40,2,24.8,765,2,11.6,1,0,0,0,0
LookAhead,Primitive,0,10,10,20,60,2,11.8,714,0,,1,0,0,0,0
LookAhead,Primitive,1,10,10,20,60,2,23.0,901,5,6.42,1,0,0,0,0
LookAhead,Primitive,2,10,10,20,60,2,14.7,737,2,7.050000000000001,1,0,0,0,0
LookAhead,Primitive,3,10,10,20,60,2,6.9,420,1,1.2000000000000002,0,0,1,0,0
LookAhead,Primitive,4,10,10,20,60,2,15.3,763,6,5.400000000000001,1,0,0,0,0
LookAhead,Primitive,5,10,10,20,60,2,13.0,746,2,6.15,1,0,0,0,0
LookAhead,Primitive,6,10,10,20,60,2,12.7,707,2,4.65,1,0,0,0,0
LookAhead,Primitive,7,10,10,20,60,2,1.5,75,1,1.5,0,0,1,0,0
LookAhead,Primitive,8,10,10,20,60,2,12.6,715,2,4.550000000000001,1,0,0,0,0
LookAhead,Primitive,9,10,10,20,60,2,12.6,704,4,3.85,1,0,0,0,0
LookAhead,Primitive,10,10,10,20,60,2,8.6,484,2,3.5,0,0,1,0,0
LookAhead,Primitive,11,10,10,20,60,2,12.8,737,5,5.380000000000001,0,0,1,0,0
LookAhead,Primitive,12,10,10,20,60,2,13.5,730,5,5.0,1,0,0,0,0
LookAhead,Primitive,13,10,10,20,60,2,9.1,531,2,4.35,0,0,1,0,0
LookAhead,Primitive,14,10,10,20,60,2,14.7,717,3,5.733333333333334,0,0,1,0,0
LookAhead,Primitive,15,10,10,20,60,2,12.2,654,2,4.0,1,0,0,0,0
LookAhead,Primitive,16,10,10,20,60,2,12.6,699,6,4.8500000000000005,1,0,0,0,0
LookAhead,Primitive,17,10,10,20,60,2,18.6,832,5,6.92,1,0,0,0,0
