Method,Planner,Motion Profile,Map ID,Number of agents,Number of pillars,Agent speed,Drone speed,Depth variance,Initial position,Target position,Flight time,Grid discovered,Agent tracked,Agent tracked time,Success,Static Collision,Dynamic Collision,Freezing,Dead Lock,state machine
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(25, 250)",13.7,335,1,3.7,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(25, 475)",19.9,504,2,4.050000000000001,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(250, 25)",8.0,311,0,,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(250, 250)",13.0,503,1,6.4,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(250, 475)",22.6,713,4,6.275,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(475, 25)",17.900000000000002,533,1,9.7,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(475, 250)",22.200000000000003,798,4,7.450000000000001,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 25)","(475, 475)",22.200000000000003,841,3,9.133333333333333,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(25, 25)",10.0,283,0,,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(25, 475)",9.8,275,0,,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(250, 25)",2.9000000000000004,170,1,0.2,0,0,1,0,0,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(250, 250)",8.0,356,1,3.1,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(250, 475)",11.9,457,2,4.2,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(475, 25)",2.9000000000000004,177,1,0.3,0,0,1,0,0,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(475, 250)",20.1,676,3,10.6,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 250)","(475, 475)",20.5,683,6,8.083333333333334,0,0,1,0,0,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(25, 25)",1.0,13,0,,0,0,0,0,1,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(25, 250)",1.0,13,0,,0,0,0,0,1,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(250, 25)",1.0,13,0,,0,0,0,0,1,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(250, 250)",1.0,13,0,,0,0,0,0,1,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(250, 475)",1.0,13,0,,0,0,0,0,1,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(475, 25)",1.0,13,0,,0,0,0,0,1,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(475, 250)",1.0,13,0,,0,0,0,0,1,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(25, 475)","(475, 475)",1.0,13,0,,0,0,0,0,1,2
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 25)","(25, 25)",10.0,293,0,,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 25)","(25, 250)",12.0,481,1,4.3,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 25)","(25, 475)",21.4,717,1,2.1,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 25)","(250, 250)",8.0,387,1,1.3,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 25)","(250, 475)",17.0,632,3,8.6,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 25)","(475, 25)",8.0,317,1,4.9,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 25)","(475, 250)",11.9,464,2,2.7,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 25)","(475, 475)",14.6,651,4,5.8,0,0,1,0,0,3
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(25, 25)",10.0,472,1,4.0,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(25, 250)",9.9,384,1,3.5,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(25, 475)",19.700000000000003,528,5,12.14,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(250, 25)",9.9,405,2,4.550000000000001,1,0,0,0,0,1
Owl,Primitive,CVM,0,10,0,20,40,0,"(250, 250)","(250, 475)",6.7,312,4,2.7,0,0,1,0,0,3
